valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,code_postal,longitude,latitude,year,date_mutation
265000.0,61.0,3,34000,3.907253,43.600202,2023,2023-10-12
95900.0,69.0,4,34070,3.8555,43.605346,2023,2023-10-17
79000.0,41.0,2,34070,3.853884,43.605976,2023,2023-10-16
143700.0,36.0,2,34090,3.871685,43.634953,2023,2023-10-20
74000.0,18.0,1,34000,3.881962,43.606934,2023,2023-10-23
102000.0,35.0,1,34080,3.840172,43.617711,2023,2023-10-11
58000.0,19.0,1,34070,3.876339,43.581538,2023,2023-10-20
266150.0,89.0,4,34070,3.854115,43.600002,2023,2023-10-25
186730.0,49.0,2,34000,3.893083,43.609122,2023,2023-10-18
188200.0,37.0,2,34000,3.905712,43.604967,2023,2023-10-19
135000.0,54.0,2,34000,3.88704,43.621277,2023,2023-10-18
223000.0,67.0,4,34000,3.889579,43.618227,2023,2023-10-23
60000.0,21.0,1,34090,3.854352,43.622296,2023,2023-10-12
238220.0,61.0,3,34000,3.910818,43.60635,2023,2023-09-28
185000.0,62.0,3,34090,3.852553,43.621567,2023,2023-10-26
376000.0,85.0,3,34000,3.874752,43.609466,2023,2023-10-23
82500.0,23.0,1,34000,3.878467,43.600588,2023,2023-09-29
152000.0,33.0,2,34070,3.894359,43.601455,2023,2023-10-23
246167.0,56.0,3,34070,3.884812,43.587799,2023,2023-10-25
202500.0,64.0,3,34090,3.869697,43.626179,2023,2023-10-18
206100.0,91.0,5,34070,3.846875,43.59517,2023,2023-10-24
480000.0,101.0,4,34000,3.881092,43.606194,2023,2023-10-12
151680.0,47.0,2,34000,3.900319,43.620236,2023,2023-10-18
220850.0,69.0,4,34070,3.887125,43.602424,2023,2023-10-19
143100.0,30.0,2,34000,3.869451,43.613818,2023,2023-10-16
225900.0,43.0,2,34070,3.887293,43.604288,2023,2023-10-17
64780.0,16.0,1,34090,3.853436,43.622615,2023,2023-10-24
203239.0,62.0,3,34000,3.905078,43.597492,2023,2023-10-03
233467.97,56.0,3,34000,3.885702,43.614675,2023,2023-10-18
230750.0,82.0,5,34070,3.855707,43.601531,2023,2023-10-13
216500.0,65.0,3,34080,3.829838,43.632249,2023,2023-10-11
123500.0,53.0,2,34090,3.840836,43.627719,2023,2023-10-11
95000.0,71.0,4,34070,3.885032,43.591232,2023,2023-10-02
135000.0,79.0,4,34070,3.874216,43.595399,2023,2023-10-20
114490.0,36.0,2,34000,3.88256,43.607034,2023,2023-10-11
245000.0,65.0,3,34070,3.888161,43.600161,2023,2023-10-26
182720.0,40.0,2,34000,3.910818,43.60635,2023,2023-10-06
173000.0,70.0,3,34080,3.831666,43.63305,2023,2023-10-25
115000.0,42.0,2,34070,3.84659,43.598277,2023,2023-10-20
38000.0,20.0,1,34090,3.854352,43.622296,2023,2023-10-16
120000.0,34.0,1,34000,3.876761,43.612202,2023,2023-10-30
175000.0,63.0,3,34070,3.865938,43.60713,2023,2023-10-25
189450.0,44.0,2,34000,3.904554,43.602479,2023,2023-10-06
110000.0,38.0,2,34070,3.870783,43.598757,2023,2023-10-05
256000.0,77.0,4,34070,3.878797,43.592447,2023,2023-10-25
153000.0,55.0,3,34070,3.855583,43.613512,2023,2023-10-18
115870.0,27.0,2,34000,3.868682,43.614331,2023,2023-10-27
195000.0,60.0,3,34070,3.853572,43.589845,2023,2023-10-30
85000.0,47.0,2,34090,3.85576,43.639334,2023,2023-10-24
132000.0,49.0,2,34070,3.83373,43.609315,2023,2023-10-12
72000.0,18.0,1,34090,3.870352,43.628869,2023,2023-10-25
161373.0,38.0,2,34090,3.864641,43.624832,2023,2023-10-23
90890.0,20.0,1,34000,3.892897,43.617508,2023,2023-10-24
57500.0,19.0,1,34080,3.824287,43.61458,2023,2023-10-03
113400.0,27.0,2,34070,3.848558,43.599974,2023,2023-10-12
295500.0,98.0,5,34070,3.851449,43.591723,2023,2023-10-23
159000.0,41.0,2,34090,3.851498,43.625245,2023,2023-10-16
162700.0,53.0,2,34070,3.853028,43.587231,2023,2023-10-26
164970.0,75.0,4,34070,3.868794,43.594206,2023,2023-10-20
183900.0,65.0,3,34070,3.889789,43.594165,2023,2023-10-30
271000.0,60.0,2,34000,3.876509,43.610003,2023,2023-10-30
221190.0,58.0,3,34000,3.905712,43.604967,2023,2023-10-24
50000.0,39.0,2,34080,3.836603,43.616335,2023,2023-10-16
95500.0,27.0,2,34070,3.888056,43.604695,2023,2023-10-25
47000.0,39.0,2,34080,3.836603,43.616335,2023,2023-10-27
87500.0,17.0,1,34090,3.873657,43.624511,2023,2023-10-06
410000.0,82.0,4,34000,3.867576,43.612264,2023,2023-10-27
93000.0,29.0,1,34000,3.871491,43.602569,2023,2023-10-30
82500.0,27.0,1,34070,3.848437,43.604405,2023,2023-10-20
236730.0,64.0,3,34080,3.8366,43.631468,2023,2023-10-23
135000.0,31.0,2,34090,3.842796,43.634633,2023,2023-10-31
145800.0,47.0,2,34070,3.83598,43.597454,2023,2023-11-02
108000.0,35.0,2,34090,3.829663,43.640489,2023,2023-10-19
125000.0,40.0,2,34090,3.849118,43.636798,2023,2023-10-26
149000.0,45.0,3,34000,3.885655,43.60594,2023,2023-10-30
260000.0,105.0,5,34070,3.883362,43.596415,2023,2023-10-20
162000.0,30.0,2,34000,3.877467,43.603668,2023,2023-10-16
200000.0,87.0,4,34000,3.867411,43.609404,2023,2023-10-06
85000.0,21.0,1,34090,3.840099,43.648378,2023,2023-10-20
75000.0,56.0,3,34070,3.855749,43.614484,2023,2023-10-11
209000.0,75.0,3,34070,3.854993,43.593074,2023,2023-11-03
410500.0,130.0,4,34080,3.8359,43.632537,2023,2023-11-03
163000.0,59.0,3,34070,3.844998,43.595063,2023,2023-10-31
104500.0,23.0,1,34070,3.893722,43.60234,2023,2023-10-30
195000.0,53.0,2,34090,3.84402,43.641391,2023,2023-10-17
148370.0,28.0,1,34000,3.875238,43.613087,2023,2023-10-30
123000.0,30.0,2,34070,3.866795,43.608886,2023,2023-10-30
133000.0,41.0,2,34070,3.853884,43.605976,2023,2023-10-30
174300.0,46.0,2,34000,3.906659,43.608548,2023,2023-10-31
165000.0,62.0,3,34080,3.827376,43.612293,2023,2023-10-31
76000.0,19.0,1,34090,3.860534,43.626796,2023,2023-10-25
66000.0,23.0,1,34000,3.868394,43.603814,2023,2023-10-19
177000.0,56.0,2,34080,3.85021,43.618942,2023,2023-10-23
109000.0,70.0,3,34070,3.855152,43.602019,2023,2023-11-03
112000.0,35.0,1,34000,3.898207,43.617475,2023,2023-10-10
182200.0,76.0,4,34070,3.857382,43.593153,2023,2023-10-30
75000.0,20.0,1,34000,3.875493,43.608221,2023,2023-10-31
160000.0,120.0,4,34000,3.89807,43.600095,2023,2023-10-13
107000.0,32.0,2,34090,3.869792,43.638598,2023,2023-11-06
82000.0,17.0,1,34000,3.878199,43.611111,2023,2023-11-03
122600.0,53.0,2,34070,3.838662,43.607895,2023,2023-10-17
81500.0,20.0,1,34090,3.874525,43.616555,2023,2023-11-06
210000.0,63.0,3,34070,3.859911,43.581747,2023,2023-10-24
172000.0,44.0,2,34000,3.904518,43.609703,2023,2023-10-27
204750.0,66.0,4,34090,3.863934,43.623815,2023,2023-11-06
77720.0,24.0,1,34070,3.882801,43.605381,2023,2023-10-26
990000.0,239.0,5,34000,3.879811,43.607536,2023,2023-10-26
340000.0,95.0,4,34090,3.871303,43.626414,2023,2023-10-23
55619.48,36.0,1,34070,3.860815,43.59335,2023,2023-10-17
115000.0,25.0,1,34000,3.873769,43.610066,2023,2023-10-24
141520.0,35.0,1,34090,3.873657,43.624511,2023,2023-10-17
165000.0,72.0,3,34070,3.846875,43.59517,2023,2023-10-16
140000.0,37.0,2,34090,3.87509,43.631538,2023,2023-10-24
145000.0,56.0,3,34070,3.873061,43.597892,2023,2023-10-19
115450.0,25.0,1,34000,3.874584,43.614657,2023,2023-10-20
374700.0,77.0,4,34000,3.879304,43.602573,2023,2023-10-20
50000.0,16.0,1,34000,3.873823,43.610311,2023,2023-10-24
107500.0,54.0,3,34080,3.830808,43.615516,2023,2023-10-23
180000.0,42.0,2,34000,3.858441,43.613418,2023,2023-10-25
200000.0,68.0,4,34000,3.879684,43.61404,2023,2023-10-13
252000.0,67.0,3,34070,3.856158,43.580939,2023,2023-10-27
231901.0,74.0,3,34000,3.903514,43.595219,2023,2023-10-18
166750.0,46.0,2,34070,3.855839,43.602133,2023,2023-10-13
261300.0,68.0,3,34070,3.850308,43.589542,2023,2023-10-16
175000.0,35.0,2,34070,3.890606,43.602806,2023,2023-10-25
520800.0,86.0,4,34000,3.901165,43.596946,2023,2023-10-31
88000.0,23.0,1,34090,3.849118,43.636798,2023,2023-10-26
115820.0,31.0,1,34000,3.884479,43.606502,2023,2023-10-18
95000.0,43.0,2,34080,3.841683,43.617622,2023,2023-10-16
172000.0,65.0,4,34000,3.885702,43.614675,2023,2023-10-31
140595.0,75.0,3,34070,3.867489,43.594589,2023,2023-10-24
118000.0,32.0,2,34000,3.886229,43.605829,2023,2023-10-10
165150.0,45.0,3,34000,3.873613,43.610267,2023,2023-11-06
197000.0,55.0,3,34080,3.82766,43.635919,2023,2023-10-11
235000.0,77.0,4,34070,3.886374,43.600125,2023,2023-11-03
94450.0,28.0,1,34070,3.879735,43.595049,2023,2023-10-26
252000.0,55.0,3,34000,3.905712,43.604967,2023,2023-10-30
112230.0,26.0,1,34000,3.877463,43.609399,2023,2023-11-06
362250.0,72.0,3,34000,3.901953,43.607207,2023,2023-10-20
92000.0,34.0,2,34090,3.863982,43.624471,2023,2023-10-19
212000.0,83.0,2,34090,3.869688,43.616854,2023,2023-11-08
85441.0,18.0,1,34090,3.852657,43.623307,2023,2023-10-17
115500.0,65.0,3,34070,3.86213,43.604886,2023,2023-10-17
145000.0,40.0,2,34090,3.850333,43.624935,2023,2023-10-20
75000.0,45.0,2,34080,3.834838,43.6149,2023,2023-11-09
92000.0,21.0,1,34000,3.88206,43.602136,2023,2023-10-31
295000.0,83.0,4,34000,3.88786,43.60634,2023,2023-11-07
108000.0,30.0,2,34000,3.880336,43.613604,2023,2023-10-27
455597.0,107.0,3,34000,3.877135,43.605859,2023,2023-11-02
85000.0,18.0,1,34070,3.893724,43.602181,2023,2023-10-27
110000.0,25.0,1,34070,3.879735,43.595049,2023,2023-11-09
188000.0,85.0,5,34070,3.868421,43.594405,2023,2023-10-18
55000.0,19.0,1,34070,3.85736,43.608531,2023,2023-11-06
164500.0,45.0,2,34070,3.853903,43.590045,2023,2023-11-07
195000.0,44.0,2,34000,3.873805,43.609614,2023,2023-10-31
132000.0,75.0,3,34070,3.867489,43.594589,2023,2023-10-25
78000.0,18.0,1,34090,3.856229,43.633435,2023,2023-11-03
135000.0,30.0,1,34000,3.881622,43.60903,2023,2023-10-17
201000.0,66.0,3,34070,3.879735,43.595049,2023,2023-11-07
80000.0,25.0,2,34000,3.873226,43.609995,2023,2023-11-09
267380.0,66.0,3,34000,3.88704,43.621277,2023,2023-11-09
276050.0,120.0,4,34090,3.864424,43.622407,2023,2023-10-17
130000.0,42.0,2,34070,3.853572,43.589845,2023,2023-10-20
216000.0,57.0,3,34090,3.874979,43.628781,2023,2023-11-07
205000.0,68.0,3,34080,3.831666,43.63305,2023,2023-10-30
169000.0,47.0,2,34070,3.860218,43.582009,2023,2023-11-06
78000.0,18.0,1,34090,3.856655,43.631871,2023,2023-11-06
141120.0,75.0,4,34070,3.852007,43.606634,2023,2023-11-07
78000.0,30.0,2,34090,3.833475,43.639115,2023,2023-10-27
85943.0,45.0,2,34080,3.826908,43.615558,2023,2023-10-27
108310.0,55.0,3,34000,3.868209,43.616157,2023,2023-11-13
126870.0,26.0,2,34070,3.894483,43.602008,2023,2023-10-25
61500.0,18.0,1,34090,3.852553,43.621567,2023,2023-11-14
430000.0,124.0,4,34000,3.878951,43.612611,2023,2023-10-20
149210.0,75.0,3,34080,3.831137,43.618123,2023,2023-11-09
103000.0,36.0,2,34090,3.833475,43.639115,2023,2023-11-14
113635.0,34.0,1,34070,3.885208,43.600898,2023,2023-11-14
108600.0,25.0,1,34090,3.874773,43.633341,2023,2023-10-27
100000.0,60.0,4,34070,3.886999,43.594906,2023,2023-11-09
470000.0,154.0,5,34080,3.830189,43.61422,2023,2023-11-07
133000.0,29.0,2,34090,3.87289,43.620152,2023,2023-11-13
95000.0,24.0,1,34000,3.877873,43.613985,2023,2023-11-06
170000.0,49.0,2,34090,3.866041,43.625921,2023,2023-10-26
180000.0,71.0,4,34070,3.871134,43.597027,2023,2023-10-13
237000.0,68.0,3,34070,3.860855,43.603947,2023,2023-11-07
249200.0,70.0,3,34070,3.841407,43.59216,2023,2023-11-14
15000.0,12.0,1,34090,3.852553,43.621567,2023,2023-11-09
77725.0,17.0,1,34090,3.852553,43.621567,2023,2023-11-15
62000.0,45.0,2,34080,3.834838,43.6149,2023,2023-11-13
380000.0,110.0,3,34000,3.868912,43.601163,2023,2023-11-07
97000.0,33.0,2,34090,3.829663,43.640489,2023,2023-11-13
322900.0,100.0,5,34000,3.881535,43.607664,2023,2023-10-27
89000.0,19.0,1,34070,3.893724,43.602181,2023,2023-10-20
174000.0,50.0,2,34000,3.895381,43.603174,2023,2023-10-26
99029.0,63.0,3,34070,3.850279,43.603098,2023,2023-10-20
290000.0,111.0,3,34000,3.873132,43.606208,2023,2023-10-25
130970.0,38.0,2,34090,3.844744,43.633909,2023,2023-10-24
161500.0,44.0,2,34090,3.873335,43.628374,2023,2023-11-07
55000.0,19.0,1,34080,3.824287,43.61458,2023,2023-11-10
65867.78,15.0,1,34090,3.878544,43.62876,2023,2023-11-14
152000.0,68.0,4,34070,3.887651,43.598587,2023,2023-11-14
65000.0,22.0,1,34090,3.852553,43.621567,2023,2023-11-02
153000.0,90.0,4,34080,3.834493,43.613067,2023,2023-10-26
83600.0,23.0,1,34090,3.879026,43.623491,2023,2023-11-08
95000.0,24.0,1,34000,3.878087,43.601472,2023,2023-11-08
151550.0,44.0,2,34000,3.875251,43.609836,2023,2023-11-16
228000.0,99.0,5,34070,3.854993,43.593074,2023,2023-10-23
74777.0,22.0,1,34090,3.852553,43.621567,2023,2023-11-02
124590.0,31.0,1,34070,3.855667,43.593828,2023,2023-11-14
160000.0,48.0,2,34000,3.886231,43.603792,2023,2023-11-13
219350.0,60.0,3,34000,3.878087,43.601472,2023,2023-10-31
100000.0,32.0,2,34000,3.870799,43.607493,2023,2023-10-31
187000.0,54.0,2,34080,3.82766,43.635919,2023,2023-11-09
80000.0,62.0,3,34070,3.855165,43.604118,2023,2023-11-09
155022.0,59.0,4,34090,3.868382,43.626196,2023,2023-11-09
175000.0,68.0,3,34070,3.88571,43.584374,2023,2023-11-09
240700.0,74.0,3,34000,3.877361,43.604958,2023,2023-10-19
147000.0,46.0,2,34080,3.835318,43.632845,2023,2023-11-03
175000.0,72.0,3,34000,3.849091,43.616213,2023,2023-10-31
161020.0,39.0,2,34000,3.907778,43.605705,2023,2023-10-30
113500.0,43.0,2,34070,3.844998,43.595063,2023,2023-11-14
132000.0,58.0,2,34000,3.89248,43.613723,2023,2023-11-16
139000.0,47.0,2,34080,3.849228,43.620166,2023,2023-11-10
122500.0,30.0,1,34000,3.88882,43.621477,2023,2023-11-03
340000.0,66.0,3,34000,3.899332,43.598239,2023,2023-11-02
321000.0,71.0,2,34000,3.891596,43.608404,2023,2023-10-31
135000.0,42.0,2,34000,3.87014,43.604978,2023,2023-11-21
145000.0,38.0,2,34070,3.859627,43.591212,2023,2023-10-24
166350.0,44.0,2,34070,3.860218,43.582009,2023,2023-11-06
114000.0,40.0,1,34070,3.88919,43.603387,2023,2023-11-06
274000.0,67.0,3,34000,3.90602,43.602603,2023,2023-11-16
129000.0,81.0,5,34080,3.842248,43.614891,2023,2023-11-22
145000.0,47.0,2,34070,3.889455,43.601023,2023,2023-11-08
159600.0,65.0,4,34070,3.867128,43.596109,2023,2023-11-08
157000.0,52.0,2,34090,3.871303,43.626414,2023,2023-11-07
293750.0,85.0,4,34070,3.852017,43.58965,2023,2023-11-10
651000.0,125.0,6,34000,3.870075,43.601161,2023,2023-11-06
80000.0,54.0,2,34090,3.847191,43.62597,2023,2023-11-14
370000.0,86.0,4,34070,3.853976,43.588185,2023,2023-11-13
165050.0,64.0,3,34080,3.822173,43.624846,2023,2023-11-13
335150.0,72.0,4,34070,3.855063,43.58353,2023,2023-11-06
293050.0,68.0,3,34000,3.903949,43.606884,2023,2023-11-15
185000.0,60.0,3,34000,3.873167,43.604842,2023,2023-11-06
140000.0,65.0,3,34080,3.825338,43.614042,2023,2023-10-26
62000.0,32.0,1,34080,3.829221,43.615924,2023,2023-11-16
320462.0,66.0,3,34090,3.879806,43.620031,2023,2023-11-16
215000.0,69.0,3,34070,3.846077,43.61599,2023,2023-11-14
240850.0,77.0,4,34070,3.88571,43.584374,2023,2023-10-24
214000.0,44.0,2,34000,3.904554,43.602479,2023,2023-11-16
263000.0,62.0,3,34000,3.884475,43.61732,2023,2023-11-21
118000.0,47.0,2,34080,3.847488,43.62327,2023,2023-11-24
40000.0,18.0,1,34090,3.844744,43.633909,2023,2023-11-14
266000.0,84.0,4,34070,3.854115,43.600002,2023,2023-11-15
253175.0,57.0,3,34000,3.887703,43.61624,2023,2023-10-30
145850.0,36.0,1,34000,3.879812,43.602666,2023,2023-11-23
115000.0,47.0,2,34080,3.822443,43.615583,2023,2023-11-15
358000.0,87.0,3,34000,3.877051,43.610421,2023,2023-11-08
225610.0,64.0,4,34000,3.895026,43.6052,2023,2023-11-15
620000.0,146.0,6,34000,3.879947,43.610183,2023,2023-11-13
115000.0,35.0,1,34090,3.873657,43.624511,2023,2023-11-10
141000.0,42.0,2,34090,3.872737,43.631903,2023,2023-11-24
75000.0,54.0,3,34080,3.830808,43.615516,2023,2023-10-30
185000.0,65.0,3,34090,3.838637,43.640729,2023,2023-11-27
195000.0,47.0,2,34090,3.871303,43.626414,2023,2023-11-22
233500.0,99.0,5,34000,3.890074,43.613255,2023,2023-11-23
95770.0,18.0,1,34090,3.859694,43.626872,2023,2023-11-21
337580.0,69.0,3,34000,3.900205,43.597928,2023,2023-11-16
132000.0,42.0,2,34070,3.88571,43.584374,2023,2023-11-27
235000.0,78.0,3,34000,3.881995,43.60781,2023,2023-11-27
205000.0,48.0,2,34000,3.902972,43.60132,2023,2023-11-22
205000.0,51.0,2,34000,3.875459,43.607561,2023,2023-11-22
163400.0,49.0,2,34000,3.896269,43.605244,2023,2023-11-23
87000.0,21.0,1,34090,3.877104,43.615745,2023,2023-11-27
127400.0,38.0,2,34070,3.858466,43.59018,2023,2023-11-23
220670.0,81.0,4,34070,3.86213,43.604886,2023,2023-11-21
120000.0,31.0,1,34070,3.863728,43.600857,2023,2023-11-14
223000.0,47.0,2,34000,3.90602,43.602603,2023,2023-11-27
97000.0,53.0,3,34070,3.855749,43.614484,2023,2023-11-21
73770.0,18.0,1,34080,3.824287,43.61458,2023,2023-11-23
380000.0,118.0,4,34000,3.876752,43.605615,2023,2023-11-21
310300.0,80.0,4,34000,3.882113,43.607096,2023,2023-11-24
340000.0,79.0,3,34090,3.892341,43.628359,2023,2023-11-24
185000.0,44.0,2,34000,3.905712,43.604967,2023,2023-11-22
105500.0,29.0,1,34000,3.897641,43.601983,2023,2023-11-23
88000.0,34.0,1,34000,3.876157,43.612612,2023,2023-11-16
153000.0,67.0,4,34000,3.869547,43.600897,2023,2023-11-22
65000.0,19.0,1,34080,3.841683,43.617622,2023,2023-11-23
160000.0,49.0,2,34000,3.89053,43.606605,2023,2023-11-14
265000.0,67.0,3,34000,3.884908,43.609836,2023,2023-11-13
52320.0,44.0,2,34080,3.817167,43.626589,2023,2023-11-23
149000.0,86.0,5,34070,3.84738,43.604831,2023,2023-11-20
252000.0,65.0,3,34000,3.871854,43.602354,2023,2023-11-16
284500.0,60.0,3,34000,3.877465,43.609216,2023,2023-11-10
292400.0,48.0,2,34090,3.87339,43.63055,2023,2023-11-30
170000.0,67.0,4,34090,3.857481,43.631276,2023,2023-11-03
114000.0,68.0,3,34080,3.83335,43.614084,2023,2023-11-07
173550.0,55.0,3,34070,3.865575,43.602623,2023,2023-11-16
216950.0,77.0,4,34000,3.867094,43.604513,2023,2023-11-16
172500.0,50.0,2,34000,3.871338,43.602013,2023,2023-11-24
240000.0,102.0,4,34070,3.851719,43.6134,2023,2023-11-09
185000.0,72.0,4,34000,3.901191,43.606034,2023,2023-11-28
78000.0,32.0,1,34070,3.868984,43.592641,2023,2023-11-20
230650.0,59.0,3,34000,3.906945,43.599858,2023,2023-11-28
128000.0,26.0,1,34000,3.878488,43.608834,2023,2023-11-28
504400.0,118.0,4,34000,3.892518,43.605981,2023,2023-11-28
81818.0,21.0,1,34070,3.891022,43.590893,2023,2023-11-29
146813.0,45.0,2,34070,3.847621,43.605817,2023,2023-11-29
157000.0,65.0,3,34080,3.826673,43.614489,2023,2023-11-23
125000.0,24.0,1,34070,3.891979,43.593619,2023,2023-11-24
180800.0,37.0,2,34070,3.858697,43.612939,2023,2023-11-27
194000.0,64.0,3,34000,3.895451,43.62403,2023,2023-11-29
169350.0,39.0,2,34000,3.885496,43.626822,2023,2023-11-28
95000.0,42.0,1,34080,3.832496,43.61157,2023,2023-11-30
246000.0,101.0,4,34070,3.850341,43.614497,2023,2023-11-20
80000.0,30.0,2,34090,3.84402,43.641391,2023,2023-11-30
210000.0,102.0,5,34000,3.849091,43.616213,2023,2023-12-05
75000.0,22.0,1,34000,3.868901,43.607541,2023,2023-11-21
98000.0,78.0,3,34070,3.886522,43.592608,2023,2023-11-27
325000.0,87.0,4,34000,3.896334,43.606027,2023,2023-11-28
130000.0,47.0,2,34070,3.86751,43.591005,2023,2023-11-28
640000.0,100.0,4,34080,3.835575,43.629711,2023,2023-11-28
162840.22,71.0,3,34080,3.836258,43.622393,2023,2023-12-01
95000.0,29.0,1,34000,3.887703,43.61624,2023,2023-11-15
140000.0,35.0,1,34090,3.862313,43.625559,2023,2023-11-24
62000.0,51.0,3,34080,3.836504,43.615488,2023,2023-11-03
119000.0,30.0,1,34000,3.874285,43.60817,2023,2023-11-30
47000.0,18.0,1,34070,3.856007,43.590733,2023,2023-11-30
262790.0,60.0,3,34000,3.89888,43.615496,2023,2023-11-07
92000.0,44.0,2,34080,3.824969,43.614361,2023,2023-11-08
349200.0,115.0,4,34070,3.854115,43.600002,2023,2023-12-06
264350.0,93.0,3,34070,3.854115,43.600002,2023,2023-12-06
91450.0,18.0,1,34080,3.8436,43.635123,2023,2023-12-06
288935.0,72.0,4,34070,3.856643,43.58165,2023,2023-11-29
107000.0,20.0,1,34090,3.872194,43.634386,2023,2023-11-27
399520.0,85.0,4,34070,3.859911,43.581747,2023,2023-11-30
367000.0,111.0,5,34080,3.837119,43.630166,2023,2023-11-23
115000.0,27.0,2,34000,3.869915,43.605169,2023,2023-11-13
67800.0,18.0,1,34090,3.876934,43.617321,2023,2023-11-13
182000.0,46.0,2,34070,3.86008,43.582786,2023,2023-11-29
230000.0,61.0,3,34070,3.882849,43.605255,2023,2023-11-20
350000.0,93.0,4,34090,3.871303,43.626414,2023,2023-11-14
168410.0,44.0,2,34000,3.874305,43.609257,2023,2023-11-30
201590.0,43.0,2,34000,3.875448,43.608955,2023,2023-12-04
72398.0,21.0,1,34070,3.85269,43.603029,2023,2023-12-05
225000.0,65.0,3,34000,3.86706,43.617116,2023,2023-12-01
282000.0,75.0,3,34090,3.87722,43.616902,2023,2023-11-20
85000.0,36.0,2,34080,3.841634,43.61433,2023,2023-11-16
205000.0,60.0,2,34000,3.877067,43.612146,2023,2023-11-30
84000.0,27.0,1,34070,3.864018,43.606172,2023,2023-11-16
129000.0,47.0,2,34000,3.871491,43.602569,2023,2023-11-30
266150.0,77.0,3,34070,3.850997,43.588957,2023,2023-12-07
142000.0,50.0,2,34070,3.863814,43.588631,2023,2023-11-16
151800.0,34.0,2,34000,3.88032,43.613551,2023,2023-11-27
86160.0,18.0,1,34090,3.856912,43.631842,2023,2023-11-24
110000.0,48.0,2,34080,3.826673,43.614489,2023,2023-11-27
80000.0,28.0,1,34070,3.848437,43.604405,2023,2023-12-01
179000.0,70.0,2,34080,3.839996,43.617962,2023,2023-12-01
212000.0,68.0,3,34070,3.846077,43.61599,2023,2023-11-27
106000.0,19.0,1,34070,3.894357,43.601897,2023,2023-12-07
176000.0,62.0,3,34080,3.822001,43.624263,2023,2023-12-07
287000.0,58.0,3,34000,3.905033,43.599173,2023,2023-11-29
161400.0,51.0,2,34070,3.846587,43.594407,2023,2023-12-04
80000.0,57.0,3,34070,3.885032,43.591232,2023,2023-11-21
206000.0,55.0,3,34000,3.877071,43.608981,2023,2023-11-09
133000.0,73.0,4,34080,3.834593,43.614124,2023,2023-12-01
100000.0,64.0,3,34070,3.853647,43.602076,2023,2023-12-07
330250.0,77.0,3,34090,3.844076,43.633477,2023,2023-12-08
191320.0,45.0,2,34000,3.889959,43.605097,2023,2023-12-08
158000.0,71.0,3,34070,3.88571,43.584374,2023,2023-12-05
111000.0,50.0,2,34080,3.824806,43.615382,2023,2023-12-06
152150.0,71.0,3,34090,3.854344,43.620476,2023,2023-12-04
50000.0,39.0,2,34080,3.836603,43.616335,2023,2023-11-30
170900.0,41.0,2,34070,3.856255,43.582937,2023,2023-11-15
123000.0,41.0,3,34000,3.873173,43.609391,2023,2023-11-30
145000.0,56.0,3,34070,3.844998,43.595063,2023,2023-11-21
112000.0,28.0,2,34000,3.873173,43.609391,2023,2023-11-30
110000.0,47.0,2,34000,3.875464,43.613035,2023,2023-12-01
150000.0,62.0,2,34070,3.849,43.610284,2023,2023-12-04
314000.0,69.0,3,34070,3.853976,43.588185,2023,2023-12-01
178500.0,88.0,4,34090,3.868251,43.627279,2023,2023-11-23
290000.0,79.0,4,34090,3.873715,43.617164,2023,2023-12-07
150000.0,37.0,2,34090,3.880241,43.6151,2023,2023-12-12
230200.0,53.0,2,34000,3.87756,43.610548,2023,2023-12-07
100000.0,48.0,2,34080,3.825337,43.613277,2023,2023-12-04
51000.0,14.0,1,34090,3.852553,43.621567,2023,2023-11-30
305800.0,75.0,3,34070,3.892901,43.599036,2023,2023-11-30
177800.0,28.0,1,34000,3.877604,43.614104,2023,2023-11-28
255150.0,73.0,3,34090,3.873657,43.624511,2023,2023-12-08
106000.0,20.0,1,34000,3.883637,43.60349,2023,2023-11-30
114000.0,45.0,2,34080,3.837587,43.624674,2023,2023-12-08
155000.0,69.0,3,34070,3.846077,43.61599,2023,2023-11-29
246910.0,73.0,4,34070,3.850346,43.590355,2023,2023-12-11
265000.0,78.0,4,34000,3.88362,43.601495,2023,2023-12-08
443350.0,79.0,2,34000,3.86598,43.611904,2023,2023-11-29
116000.0,21.0,1,34070,3.891022,43.590893,2023,2023-11-30
70000.0,28.0,1,34090,3.879451,43.617016,2023,2023-11-28
190000.0,43.0,2,34070,3.856158,43.580939,2023,2023-12-05
165000.0,70.0,4,34070,3.856057,43.602962,2023,2023-11-22
172000.0,57.0,3,34000,3.889544,43.615163,2023,2023-11-23
130000.0,34.0,2,34090,3.865649,43.621504,2023,2023-11-27
112000.0,31.0,1,34070,3.853648,43.60923,2023,2023-12-14
56430.0,17.0,1,34080,3.837947,43.613467,2023,2023-12-11
195000.0,61.0,3,34000,3.891485,43.60737,2023,2023-11-28
312000.0,72.0,3,34090,3.84157,43.640104,2023,2023-12-06
95000.0,18.0,1,34090,3.838355,43.640196,2023,2023-12-11
120000.0,78.0,4,34070,3.886522,43.592608,2023,2023-12-12
202500.0,59.0,3,34070,3.860786,43.578387,2023,2023-12-04
113000.0,40.0,2,34000,3.869625,43.60129,2023,2023-11-22
115000.0,26.0,1,34000,3.896269,43.605244,2023,2023-12-05
170000.0,35.0,3,34000,3.882207,43.60239,2023,2023-11-16
