id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-439426,2023-01-31,000001,Vente,856450,7,,IMP DES MIMOSAS,3755,34070,34172,Montpellier,34,,,34172000KR0304,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,332,3.856833,43.611722
2023-439426,2023-01-31,000001,Vente,856450,7,,IMP DES MIMOSAS,3755,34070,34172,Montpellier,34,,,34172000KR0304,,,,,,,,,,,,,0,1,Maison,126,7,S,sols,,,332,3.856833,43.611722
2023-439427,2023-01-27,000001,Vente,120000,14,,RUE SAINT LEON,5135,34090,34172,Montpellier,34,,,34172000CD0223,,,7,30.25,,,,,,,,,1,2,Appartement,32,2,,,,,,3.881219,43.618451
2023-439432,2023-02-01,000001,Vente,140520,15,,RUE JEAN VACHET,3008,34070,34172,Montpellier,34,,,34172000DV0474,,,3066,,3075,,,,,,,,2,2,Appartement,67,4,,,,,,3.883533,43.592737
2023-439432,2023-02-01,000001,Vente,140520,15,,RUE JEAN VACHET,3008,34070,34172,Montpellier,34,,,34172000DV0474,,,3066,,3075,,,,,,,,2,3,Dépendance,,0,,,,,,3.883533,43.592737
2023-439432,2023-02-01,000001,Vente,140520,15,,RUE JEAN VACHET,3008,34070,34172,Montpellier,34,,,34172000DV0474,,,3066,,3075,,,,,,,,2,3,Dépendance,,0,,,,,,3.883533,43.592737
2023-439432,2023-02-01,000001,Vente,140520,15,,RUE JEAN VACHET,3008,34070,34172,Montpellier,34,,,34172000DV0474,,,3066,,3075,,,,,,,,2,3,Dépendance,,0,,,,,,3.883533,43.592737
2023-439441,2023-01-31,000001,Vente,480000,16,B,AV D'ASSAS,0370,34000,34172,Montpellier,34,,,34172000BX0001,,,13,140.28,,,,,,,,,1,2,Appartement,145,4,,,,,,3.86671,43.61354
2023-439441,2023-01-31,000001,Vente,480000,16,B,AV D'ASSAS,0370,34000,34172,Montpellier,34,,,34172000BX0001,,,13,140.28,,,,,,,,,1,3,Dépendance,,0,,,,,,3.86671,43.61354
2023-439441,2023-01-31,000001,Vente,480000,89,,RUE PORTALIERE DES MASQUES,4570,34000,34172,Montpellier,34,,,34172000KM0135,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.866035,43.614434
2023-439442,2023-01-18,000001,Vente,1,,,AV SAINT LAZARE,5130,34000,34172,Montpellier,34,,,34172000CE0347,,,,,,,,,,,,,0,,,,,S,sols,,,320,3.889205,43.622876
2023-439442,2023-01-18,000001,Vente,1,,,AV SAINT LAZARE,5130,34000,34172,Montpellier,34,,,34172000CE0351,,,,,,,,,,,,,0,,,,,S,sols,,,267,3.890683,43.6224
2023-439442,2023-01-18,000001,Vente,1,,,AV SAINT LAZARE,5130,34000,34172,Montpellier,34,,,34172000CE0352,,,,,,,,,,,,,0,,,,,S,sols,,,1348,3.88916,43.622706
2023-439446,2023-01-23,000001,Vente,128000,27,,AV DE LA CROIX DU CAPITAINE,1625,34070,34172,Montpellier,34,,,34172000HX0330,,,50,37.74,79,,,,,,,,2,3,Dépendance,,0,,,,,,3.862576,43.60379
2023-439446,2023-01-23,000001,Vente,128000,27,,AV DE LA CROIX DU CAPITAINE,1625,34070,34172,Montpellier,34,,,34172000HX0330,,,50,37.74,79,,,,,,,,2,3,Dépendance,,0,,,,,,3.862576,43.60379
2023-439446,2023-01-23,000001,Vente,128000,27,,AV DE LA CROIX DU CAPITAINE,1625,34070,34172,Montpellier,34,,,34172000HX0330,,,50,37.74,79,,,,,,,,2,2,Appartement,37,2,,,,,,3.862576,43.60379
2023-439447,2023-01-31,000001,Vente,474650,,,RUE DE LAS SORBES,3175,34070,34172,Montpellier,34,,,34172000KT0122,,,,,,,,,,,,,0,,,,,S,sols,,,52,3.847425,43.613686
2023-439447,2023-01-31,000001,Vente,474650,1420,,RUE DE LAS SORBES,3175,34070,34172,Montpellier,34,,,34172000KT0352,,,,,,,,,,,,,0,1,Maison,100,5,S,sols,,,170,3.847361,43.613714
2023-439448,2023-01-27,000001,Vente,300000,57,,RUE DE GASCOGNE,2495,34090,34172,Montpellier,34,,,34172000AV0075,,,,,,,,,,,,,0,1,Maison,67,4,S,sols,,,274,3.858968,43.6346
2023-439453,2023-01-16,000001,Vente en l'état futur d'achèvement,260000,,,,,,34172,Montpellier,34,,,34172000SC0264,,,84,,,,,,,,,,1,,,,,,,,,,3.90416,43.595977
2023-439454,2023-01-12,000001,Vente,173000,2,,RUE DU 81E REGIMENT D INFANTER,4745,34090,34172,Montpellier,34,,,34172000CD0357,,,76,45.67,,,,,,,,,1,2,Appartement,46,2,,,,,,3.878395,43.61887
2023-439454,2023-01-12,000001,Vente,173000,2,,RUE DU 81E REGIMENT D INFANTER,4745,34090,34172,Montpellier,34,,,34172000CD0357,,,76,45.67,,,,,,,,,1,3,Dépendance,,0,,,,,,3.878395,43.61887
2023-439454,2023-01-12,000001,Vente,173000,2,,RUE DU 81E REGIMENT D INFANTER,4745,34090,34172,Montpellier,34,,,34172000CD0357,,,133,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.878395,43.61887
2023-439456,2023-01-26,000001,Vente,467690,14,,RUE DES CASTORS,1100,34090,34172,Montpellier,34,,,34172000BP0070,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,301,3.875895,43.62382
2023-439461,2023-02-06,000001,Vente,283500,125,,RUE DU MOULIN DE SEMALEN,3875,34000,34172,Montpellier,34,,,34172000CN0037,,,236,,287,,,,,,,,2,3,Dépendance,,0,,,,,,3.89102,43.61285
2023-439461,2023-02-06,000001,Vente,283500,125,,RUE DU MOULIN DE SEMALEN,3875,34000,34172,Montpellier,34,,,34172000CN0037,,,526,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.89102,43.61285
2023-439461,2023-02-06,000001,Vente,283500,125,,RUE DU MOULIN DE SEMALEN,3875,34000,34172,Montpellier,34,,,34172000CN0037,,,236,,287,,,,,,,,2,2,Appartement,99,4,,,,,,3.89102,43.61285
2023-439462,2023-02-03,000001,Vente,477750,18,B,RUE DESMAZES,1740,34000,34172,Montpellier,34,,,34172000HW0634,,,,,,,,,,,,,0,1,Maison,60,2,S,sols,,,143,3.867751,43.605386
2023-439469,2023-02-03,000001,Vente,90000,2400,,AV DES MOULINS,3885,34080,34172,Montpellier,34,,,34172000TW0018,,,397,40.19,,,,,,,,,1,2,Appartement,41,2,,,,,,3.832006,43.620973
2023-439471,2023-01-20,000001,Vente,85000,606,,RUE DU TRIOLET,5595,34090,34172,Montpellier,34,,,34172000AW0194,,,53,34.23,,,,,,,,,1,2,Appartement,34,1,,,,,,3.861775,43.628571
2023-439471,2023-01-20,000001,Vente,85000,606,,RUE DU TRIOLET,5595,34090,34172,Montpellier,34,,,34172000AW0194,,,53,34.23,,,,,,,,,1,3,Dépendance,,0,,,,,,3.861775,43.628571
2023-439472,2023-02-03,000001,Vente,615000,10,,RUE D'ALSACE,0220,34070,34172,Montpellier,34,,,34172000HL0043,,,,,,,,,,,,,0,1,Maison,110,4,S,sols,,,169,3.883461,43.605889
2023-439480,2023-01-31,000001,Vente,196000,901,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,134,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84453,43.594567
2023-439480,2023-01-31,000001,Vente,196000,891,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,29,66.35,,,,,,,,,1,2,Appartement,66,3,,,,,,3.84453,43.594567
2023-439482,2023-01-30,000001,Vente,18000,8,,RUE DES CAMBIADOURS,0940,34070,34172,Montpellier,34,,,34172000ET0561,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.868683,43.599905
2023-439483,2023-02-03,000001,Vente,77000,41,,RUE DE LA CAVALERIE,1140,34000,34172,Montpellier,34,,,34172000CD0149,,,9,14.1,,,,,,,,,1,2,Appartement,14,1,,,,,,3.88144,43.617544
2023-439484,2023-02-01,000001,Vente,163900,210,,RUE ARISTIDES DE SOUSA MENDES,8067,34070,34172,Montpellier,34,,,34172000PE0527,,,170,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.83734,43.596008
2023-439484,2023-02-01,000001,Vente,163900,210,,RUE ARISTIDES DE SOUSA MENDES,8067,34070,34172,Montpellier,34,,,34172000PE0527,,,96,,,,,,,,,,1,2,Appartement,62,3,,,,,,3.83734,43.596008
2023-439484,2023-02-01,000001,Vente,163900,210,,RUE ARISTIDES DE SOUSA MENDES,8067,34070,34172,Montpellier,34,,,34172000PE0527,,,169,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.83734,43.596008
2023-439485,2023-02-01,000001,Vente,92000,123,T,AV DE PALAVAS,4085,34070,34172,Montpellier,34,,,34172000DO0358,,,18,,36,,,,,,,,2,3,Dépendance,,0,,,,,,3.89175,43.589944
2023-439485,2023-02-01,000001,Vente,92000,123,T,AV DE PALAVAS,4085,34070,34172,Montpellier,34,,,34172000DO0358,,,18,,36,,,,,,,,2,2,Appartement,25,1,,,,,,3.89175,43.589944
2023-439492,2023-01-31,000001,Vente,179000,891,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,27,60.55,,,,,,,,,1,2,Appartement,59,3,,,,,,3.84453,43.594567
2023-439492,2023-01-31,000001,Vente,179000,901,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,136,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84453,43.594567
2023-439494,2023-02-01,000001,Vente,175000,26,,PLA DE LA TOURGUILLE,6073,34070,34172,Montpellier,34,,,34172000PZ0109,,,32,64.69,,,,,,,,,1,2,Appartement,64,3,,,,,,3.837803,43.598695
2023-439494,2023-02-01,000001,Vente,175000,26,,PLA DE LA TOURGUILLE,6073,34070,34172,Montpellier,34,,,34172000PZ0109,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.837803,43.598695
2023-439494,2023-02-01,000001,Vente,175000,,,PLA DE LA TOURGUILLE,6073,34070,34172,Montpellier,34,,,34172000PZ0110,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.837829,43.598378
2023-439497,2023-02-01,000001,Vente,377000,290,,AV THEROIGNE DE MERICOURT,8272,34000,34172,Montpellier,34,,,34172000SB0164,,,117,67.14,32,,,,,,,,2,2,Appartement,67,3,,,,,,3.899793,43.597635
2023-439497,2023-02-01,000001,Vente,377000,290,,AV THEROIGNE DE MERICOURT,8272,34000,34172,Montpellier,34,,,34172000SB0164,,,117,67.14,32,,,,,,,,2,3,Dépendance,,0,,,,,,3.899793,43.597635
2023-439499,2023-01-31,000001,Vente,200000,145,,RUE GUILLAUME JANVIER,2707,34070,34172,Montpellier,34,,,34172000EO0215,,,473,94.94,,,,,,,,,1,2,Appartement,86,4,,,,,,3.864628,43.594644
2023-439499,2023-01-31,000001,Vente,200000,145,,RUE GUILLAUME JANVIER,2707,34070,34172,Montpellier,34,,,34172000EO0215,,,760,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.864628,43.594644
2023-439502,2023-01-10,000001,Vente,10000,60,,AV DE MAURIN,3665,34000,34172,Montpellier,34,,,34172000ES0372,,,54,,,,,,,,,,1,2,Appartement,33,1,,,,,,3.874898,43.597772
2023-439502,2023-01-10,000001,Vente,10000,60,,AV DE MAURIN,3665,34000,34172,Montpellier,34,,,34172000ES0372,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.874898,43.597772
2023-439503,2023-01-30,000001,Vente,306000,976,,AV RAYMOND DUGRAND,8316,34000,34172,Montpellier,34,,,34172000SC0191,,,14,,,,,,,,,,1,2,Appartement,66,3,,,,,,3.902657,43.597912
2023-439503,2023-01-30,000001,Vente,306000,976,,AV RAYMOND DUGRAND,8316,34000,34172,Montpellier,34,,,34172000SC0191,,,244,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.902657,43.597912
2023-439509,2023-02-02,000001,Vente,1477350,248,,RUE DU MAS DE CALENDA,3565,34090,34172,Montpellier,34,,,34172000BK0377,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,767,3.883559,43.628375
2023-439509,2023-02-02,000001,Vente,1477350,248,,RUE DU MAS DE CALENDA,3565,34090,34172,Montpellier,34,,,34172000BK0377,,,,,,,,,,,,,0,1,Maison,250,6,S,sols,,,767,3.883559,43.628375
2023-439510,2023-02-02,000001,Vente,331420,11,,BD MOUNIE,3895,34000,34172,Montpellier,34,,,34172000CK0126,,,5,91.05,,,,,,,,,1,3,Dépendance,,0,,,,,,3.890325,43.618883
2023-439510,2023-02-02,000001,Vente,331420,11,,BD MOUNIE,3895,34000,34172,Montpellier,34,,,34172000CK0126,,,5,91.05,,,,,,,,,1,2,Appartement,88,4,,,,,,3.890325,43.618883
2023-439517,2023-02-01,000001,Vente,249000,901,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,70,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84453,43.594567
2023-439517,2023-02-01,000001,Vente,249000,891,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,1,86.7,,,,,,,,,1,2,Appartement,86,4,,,,,,3.84453,43.594567
2023-439517,2023-02-01,000001,Vente,249000,901,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84453,43.594567
2023-439520,2023-02-01,000001,Vente,504950,5,,RUE WASHINGTON,5875,34070,34172,Montpellier,34,,,34172000KL0552,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.859611,43.612045
2023-439520,2023-02-01,000001,Vente,504950,5,,RUE DE PROVENCE,4695,34070,34172,Montpellier,34,,,34172000KL0559,,,38,,,,,,,,,,1,2,Appartement,125,5,,,,,,3.85954,43.611868
2023-439520,2023-02-01,000001,Vente,504950,5,,RUE DE PROVENCE,4695,34070,34172,Montpellier,34,,,34172000KL0559,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.85954,43.611868
2023-439524,2023-02-01,000001,Vente en l'état futur d'achèvement,5000,5,,RUE DE NAZARETH,3940,34090,34172,Montpellier,34,,,34172000BP0332,,,64,,,,,,,,,,1,,,,,,,,,,3.876608,43.621027
2023-439532,2023-02-02,000001,Vente,77180,500,,RUE DU MAS ROUGE,3630,34000,34172,Montpellier,34,,,34172000SE0219,,,,,,,,,,,,,0,,,,,S,sols,,,104,3.908376,43.599106
2023-439532,2023-02-02,000001,Vente,77180,500,,RUE DU MAS ROUGE,3630,34000,34172,Montpellier,34,,,34172000SE0220,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,1435,3.908199,43.59913
2023-439533,2023-02-02,000001,Vente,190200,22,,RUE LEENHARDT,0149,34000,34172,Montpellier,34,,,34172000EV0402,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,312,3.876532,43.603224
2023-439539,2023-02-06,000001,Vente,273000,115,,RUE MADELEINE DE SCUDERY,8005,34070,34172,Montpellier,34,,,34172000IS0417,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84154,43.601208
2023-439539,2023-02-06,000001,Vente,273000,115,,RUE MADELEINE DE SCUDERY,8005,34070,34172,Montpellier,34,,,34172000IS0417,,,5,,,,,,,,,,1,2,Appartement,80,3,,,,,,3.84154,43.601208
2023-439540,2023-01-26,000001,Vente,169000,201,,AV JUSTICE DE CASTELNAU,3105,34090,34172,Montpellier,34,,,34172000BN0159,,,432,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.871224,43.627565
2023-439540,2023-01-26,000001,Vente,169000,201,,AV JUSTICE DE CASTELNAU,3105,34090,34172,Montpellier,34,,,34172000BN0159,,,895,44.9,912,,,,,,,,2,3,Dépendance,,0,,,,,,3.871224,43.627565
2023-439540,2023-01-26,000001,Vente,169000,201,,AV JUSTICE DE CASTELNAU,3105,34090,34172,Montpellier,34,,,34172000BN0159,,,895,44.9,912,,,,,,,,2,2,Appartement,43,2,,,,,,3.871224,43.627565
2023-439541,2023-01-31,000001,Vente,150000,1,,PL ROGER SALENGRO,4925,34000,34172,Montpellier,34,,,34172000IZ0144,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.86731,43.607591
2023-439541,2023-01-31,000001,Vente,150000,1,,PL ROGER SALENGRO,4925,34000,34172,Montpellier,34,,,34172000IZ0144,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.86731,43.607591
2023-439541,2023-01-31,000001,Vente,150000,1,,PL ROGER SALENGRO,4925,34000,34172,Montpellier,34,,,34172000IZ0144,,,12,56.19,13,,,,,,,,2,4,Local industriel. commercial ou assimilé,65,0,,,,,,3.86731,43.607591
2023-439543,2023-01-31,000001,Vente,226500,19,,RUE DE LA PALISSADE,4095,34000,34172,Montpellier,34,,,34172000HW0681,,,3,65.34,,,,,,,,,1,2,Appartement,67,3,,,,,,3.868129,43.607204
2023-439544,2023-01-26,000001,Vente,12500,64,,AV ADOLPHE ALPHAND,8183,34080,34172,Montpellier,34,,,34172000TL0184,,,95,13.2,,,,,,,,,1,3,Dépendance,,0,,,,,,3.83305,43.6325
2023-439545,2023-02-01,000001,Vente,249000,901,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,68,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84453,43.594567
2023-439545,2023-02-01,000001,Vente,249000,891,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,2,87.5,,,,,,,,,1,2,Appartement,86,4,,,,,,3.84453,43.594567
2023-439545,2023-02-01,000001,Vente,249000,901,,RUE DU PAS DU LOUP,4150,34070,34172,Montpellier,34,,,34172000PD0209,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84453,43.594567
2023-439552,2023-01-24,000001,Vente,132983,219,,RUE NORBERT CASTERET,3974,34070,34172,Montpellier,34,,,34172000PY0166,,,1,,,,,,,,,,1,2,Appartement,70,3,,,,,,3.833325,43.597931
2023-439552,2023-01-24,000001,Vente,132983,222,,RUE EDOUARD CARTAILHAC,1928,34070,34172,Montpellier,34,,,34172000PY0167,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.832739,43.598198
2023-439553,2023-02-02,000001,Vente,125000,2,,PL DES LILAS,3266,34070,34172,Montpellier,34,,,34172000IV0222,,,49,,59,,,,,,,,2,3,Dépendance,,0,,,,,,3.850537,43.602587
2023-439553,2023-02-02,000001,Vente,125000,2,,PL DES LILAS,3266,34070,34172,Montpellier,34,,,34172000IV0222,,,49,,59,,,,,,,,2,2,Appartement,63,4,,,,,,3.850537,43.602587
2023-439555,2023-01-09,000001,Vente,96331,51,,RUE LUIS BARRAGAN,0509,34000,34172,Montpellier,34,,,34172000CR0335,,,6,,,,,,,,,,1,2,Appartement,25,1,,,,,,3.898207,43.617475
2023-439556,2023-01-20,000001,Vente en l'état futur d'achèvement,105600,548,,RUE DE PUECH VILLA,4715,34090,34172,Montpellier,34,,,34172000TB0066,,,86,,,,,,,,,,1,,,,,,,,,,3.831305,43.641306
2023-439558,2023-02-02,000001,Vente,201140,509,,RUE DE BUGAREL,0905,34070,34172,Montpellier,34,,,34172000IM0002,,,13,,5,,,,,,,,2,3,Dépendance,,0,,,,,,3.857382,43.593153
2023-439558,2023-02-02,000001,Vente,201140,509,,RUE DE BUGAREL,0905,34070,34172,Montpellier,34,,,34172000IM0002,,,13,,5,,,,,,,,2,2,Appartement,67,3,,,,,,3.857382,43.593153
2023-439565,2023-02-07,000001,Vente,109500,824,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MT0139,,,49,,,,,,,,,,1,2,Appartement,32,2,,,,,,3.847297,43.621955
2023-439565,2023-02-07,000001,Vente,109500,824,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MT0139,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.847297,43.621955
2023-439571,2023-01-31,000001,Vente,180500,702,,AV DU MARECHAL LECLERC,3470,34070,34172,Montpellier,34,,,34172000DV0273,,,90,,,,,,,,,,1,2,Appartement,69,3,,,,,,3.884593,43.593825
2023-439571,2023-01-31,000001,Vente,180500,702,,AV DU MARECHAL LECLERC,3470,34070,34172,Montpellier,34,,,34172000DV0273,,,138,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.884593,43.593825
2023-439571,2023-01-31,000001,Vente,180500,702,,AV DU MARECHAL LECLERC,3470,34070,34172,Montpellier,34,,,34172000DV0273,,,90,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.884593,43.593825
2023-439573,2023-01-30,000001,Vente,137000,53,,RUE DENIS PAPIN,1736,34000,34172,Montpellier,34,,,34172000RT0174,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.906581,43.613534
2023-439573,2023-01-30,000001,Vente,137000,18,,RUE MICHEL CHASLES,3741,34000,34172,Montpellier,34,,,34172000RT0174,,,238,49.56,,,,,,,,,1,2,Appartement,49,2,,,,,,3.906581,43.613534
2023-439574,2023-01-13,000001,Vente,162000,50,,ALL SURCOUF,6150,34080,34172,Montpellier,34,,,34172000MR0285,,,57,47.33,,,,,,,,,1,2,Appartement,46,2,,,,,,3.8419,43.623519
2023-439574,2023-01-13,000001,Vente,162000,50,,ALL SURCOUF,6150,34080,34172,Montpellier,34,,,34172000MR0285,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.8419,43.623519
2023-439574,2023-01-13,000001,Vente,162000,189,,RUE EDMOND LAUTARD,1348,34080,34172,Montpellier,34,,,34172000MR0285,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.8419,43.623519
2023-439578,2023-02-08,000001,Vente,25000,109,,RUE DU FAUBOURG FIGUEROLLES,2155,34070,34172,Montpellier,34,,,34172000HX0246,,,4,26.69,,,,,,,,,1,2,Appartement,27,1,,,,,,3.860533,43.605103
2023-439579,2023-02-06,000001,Vente,109000,47,,RUE DU PLAN DE L'OLIVIER,4485,34000,34172,Montpellier,34,,,34172000HP0100,,,1,,,,,,,,,,1,2,Appartement,37,2,,,,,,3.87753,43.613586
2023-439586,2023-02-07,000001,Vente,241200,200,,RUE PIERRE BOUYERON,0847,34070,34172,Montpellier,34,,,34172000PC0194,,,114,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.841407,43.59216
2023-439586,2023-02-07,000001,Vente,241200,200,,RUE PIERRE BOUYERON,0847,34070,34172,Montpellier,34,,,34172000PC0194,,,9,,,,,,,,,,1,2,Appartement,61,3,,,,,,3.841407,43.59216
2023-439587,2023-01-30,000001,Vente,70000,35,,RUE ALEXANDRE CABANEL,0165,34000,34172,Montpellier,34,,,34172000HV0276,,,10,18.93,,,,,,,,,1,2,Appartement,18,1,,,,,,3.87509,43.607716
2023-439588,2023-01-26,000001,Vente,154500,730,,RUE SAINT PRIEST,5190,34090,34172,Montpellier,34,,,34172000TE0069,,,24,,263,,,,,,,,2,3,Dépendance,,0,,,,,,3.842796,43.634633
2023-439588,2023-01-26,000001,Vente,154500,730,,RUE SAINT PRIEST,5190,34090,34172,Montpellier,34,,,34172000TE0069,,,24,,263,,,,,,,,2,2,Appartement,34,2,,,,,,3.842796,43.634633
2023-439591,2023-02-09,000001,Vente,280000,15,,ESP DE L'EUROPE,2052,34000,34172,Montpellier,34,,,34172000HI0130,,,5,,,,,,,,,,1,2,Appartement,76,3,,,,,,3.894631,43.608194
2023-439591,2023-02-09,000001,Vente,280000,15,,ESP DE L'EUROPE,2052,34000,34172,Montpellier,34,,,34172000HI0130,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.894631,43.608194
2023-439592,2023-02-02,000001,Vente,102636,6,,RUE PHILIPPY,4365,34000,34172,Montpellier,34,,,34172000HS0103,,,5,,,,,,,,,,1,2,Appartement,17,1,,,,,,3.874949,43.609904
2023-439593,2023-02-02,000001,Vente,110000,786,,AV DU CHATEAU D'O,1277,34090,34172,Montpellier,34,,,34172000MY0352,,,354,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.840836,43.627719
2023-439593,2023-02-02,000001,Vente,110000,735,,AV DU CHATEAU D'O,1277,34090,34172,Montpellier,34,,,34172000MY0352,,,128,,,,,,,,,,1,2,Appartement,46,2,,,,,,3.840836,43.627719
2023-439596,2023-02-02,000001,Vente,173230,220,,AV DES PRES D'ARENES,4620,34070,34172,Montpellier,34,,,34172000OP0072,,,294,,76,,,,,,,,2,2,Appartement,76,4,,,,,,3.878181,43.59509
2023-439596,2023-02-02,000001,Vente,173230,220,,AV DES PRES D'ARENES,4620,34070,34172,Montpellier,34,,,34172000OP0072,,,294,,76,,,,,,,,2,3,Dépendance,,0,,,,,,3.878181,43.59509
2023-439597,2023-02-02,000001,Vente,13000,7,,AV CHARLES FLAHAULT,1245,34090,34172,Montpellier,34,,,34172000KN0006,,,75,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.865128,43.61914
2023-439599,2023-02-08,000001,Vente en l'état futur d'achèvement,1839332,11,,RUE DES JASMINS,2945,34090,34172,Montpellier,34,,,34172000MV0024,,,,,,,,,,,,,0,1,Maison,61,3,S,sols,,,474,3.861075,43.624223
2023-439614,2023-01-27,000001,Vente,14000000,125,,RUE GILLES MARTINET,2598,34070,34172,Montpellier,34,,,34172000IM0237,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,4502,0,S,sols,,,1174,3.855259,43.591153
2023-439614,2023-01-27,000001,Vente,14000000,9,,RUE DES BOUGAINVILLIEES,0783,34070,34172,Montpellier,34,,,34172000IM0238,,,,,,,,,,,,,0,,,,,S,sols,,,1105,3.855538,43.590809
2023-439614,2023-01-27,000001,Vente,14000000,9,,RUE DES BOUGAINVILLIEES,0783,34070,34172,Montpellier,34,,,34172000IM0246,,,,,,,,,,,,,0,,,,,S,sols,,,315,3.85503,43.590886
2023-439614,2023-01-27,000001,Vente,14000000,9,,RUE DES BOUGAINVILLIEES,0783,34070,34172,Montpellier,34,,,34172000IM0247,,,,,,,,,,,,,0,,,,,S,sols,,,540,3.855428,43.590668
2023-439615,2023-01-13,000001,Vente,74200,180,,RUE ESCULAPE,2042,34090,34172,Montpellier,34,,,34172000MT0509,,,5015,17.28,,,,,,,,,1,2,Appartement,17,1,,,,,,3.852553,43.621567
2023-439624,2023-01-26,000001,Vente,111200,1,,RUE MONGE,3782,34070,34172,Montpellier,34,,,34172000ES0361,,,12,,16,70.92,,,,,,,2,2,Appartement,70,4,,,,,,3.875006,43.594018
2023-439624,2023-01-26,000001,Vente,111200,1,,RUE MONGE,3782,34070,34172,Montpellier,34,,,34172000ES0361,,,12,,16,70.92,,,,,,,2,3,Dépendance,,0,,,,,,3.875006,43.594018
2023-439626,2023-02-10,000001,Vente,197660,857,,AV DU MARECHAL LECLERC,3470,34070,34172,Montpellier,34,,,34172000DV0045,,,29,81.23,69,,,,,,,,2,3,Dépendance,,0,,,,,,3.886911,43.593676
2023-439626,2023-02-10,000001,Vente,197660,857,,AV DU MARECHAL LECLERC,3470,34070,34172,Montpellier,34,,,34172000DV0045,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.886911,43.593676
