id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-393426,2024-01-10,000001,Vente,37050,3,,RUE CHRESTIEN,1320,34000,34172,Montpellier,34,,,34172000HP0311,,,5,8.7,,,,,,,,,1,2,Appartement,9,1,,,,,,3.877091,43.612596
2024-393427,2024-01-08,000001,Vente,14800,130,,RUE DE LA MARQUEROSE,3515,34070,34172,Montpellier,34,,,34172000EP0049,,,201,22.26,,,,,,,,,1,3,Dépendance,,0,,,,,,3.872147,43.59093
2024-393427,2024-01-08,000001,Vente,14800,130,,RUE DE LA MARQUEROSE,3515,34070,34172,Montpellier,34,,,34172000EP0049,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.872147,43.59093
2024-393432,2024-01-03,000001,Vente,74500,7,,RUE DES AMARYLLIS,0234,34070,34172,Montpellier,34,,,34172000KR0514,,,50,,,,,,,,,,1,2,Appartement,18,1,,,,,,3.857794,43.612319
2024-393432,2024-01-03,000001,Vente,74500,7,,RUE DES AMARYLLIS,0234,34070,34172,Montpellier,34,,,34172000KR0514,,,245,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.857794,43.612319
2024-393433,2024-01-09,000001,Vente,410000,15,,RUE DURAND,1850,34000,34172,Montpellier,34,,,34172000EW0021,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.878425,43.605253
2024-393433,2024-01-09,000001,Vente,410000,15,,RUE DURAND,1850,34000,34172,Montpellier,34,,,34172000EW0021,,,17,124,,,,,,,,,1,2,Appartement,37,1,,,,,,3.878425,43.605253
2024-393433,2024-01-09,000001,Vente,410000,15,,RUE DURAND,1850,34000,34172,Montpellier,34,,,34172000EW0021,,,18,,,,,,,,,,1,2,Appartement,56,2,,,,,,3.878425,43.605253
2024-393433,2024-01-09,000001,Vente,410000,15,,RUE DURAND,1850,34000,34172,Montpellier,34,,,34172000EW0021,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.878425,43.605253
2024-393440,2024-01-04,000001,Vente,95000,10,,RUE DU PUITS DES ESQUILLES,4720,34000,34172,Montpellier,34,,,34172000HR0225,,,25,20.88,,,,,,,,,1,2,Appartement,21,1,,,,,,3.875436,43.61163
2024-393444,2024-01-08,000001,Vente,88500,646,,RUE D'ALCO,0155,34080,34172,Montpellier,34,,,34172000MS0073,,,59,29.95,,,,,,,,,1,3,Dépendance,,0,,,,,,3.840901,43.617317
2024-393444,2024-01-08,000001,Vente,88500,646,,RUE D'ALCO,0155,34080,34172,Montpellier,34,,,34172000MS0073,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.840901,43.617317
2024-393444,2024-01-08,000001,Vente,88500,646,,RUE D'ALCO,0155,34080,34172,Montpellier,34,,,34172000MS0073,,,59,29.95,,,,,,,,,1,2,Appartement,30,1,,,,,,3.840901,43.617317
2024-393455,2024-01-12,000001,Vente,75000,64,,GR GRAND-RUE JEAN MOULIN,3000,34000,34172,Montpellier,34,,,34172000HV0189,,,14,22.11,,,,,,,,,1,4,Local industriel. commercial ou assimilé,17,0,,,,,,3.87627,43.607268
2024-393457,2024-01-10,000001,Vente,240000,129,,RUE ANDY WARHOL,8302,34000,34172,Montpellier,34,,,34172000SD0158,,,2,65.02,,,,,,,,,1,4,Local industriel. commercial ou assimilé,77,0,,,,,,3.90602,43.602603
2024-393459,2024-01-04,000001,Vente,74470,15,,PAS SARAH BERNHARDT,5324,34070,34172,Montpellier,34,,,34172000OK0068,,,36,19.53,,,,,,,,,1,2,Appartement,19,1,,,,,,3.876339,43.581538
2024-393462,2024-01-05,000001,Vente,19500,111,,RUE FRANCIS LOPEZ,6104,34090,34172,Montpellier,34,,,34172000TE0173,,,1019,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.838533,43.636989
2024-393464,2024-01-08,000001,Vente,100000,10,,RUE MAGNOL,3385,34000,34172,Montpellier,34,,,34172000BW0147,,,1,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,50,0,,,,,,3.869462,43.614027
2024-393466,2024-01-05,000001,Vente,139000,3,,RUE CARLENCAS,1035,34000,34172,Montpellier,34,,,34172000EV0224,,,1,,,,,,,,,,1,2,Appartement,41,2,,,,,,3.873092,43.603668
2024-393474,2024-01-11,000001,Vente,14000,155,,RUE DU PASTEUR JEAN CADIER,4171,34070,34172,Montpellier,34,,,34172000OK0068,,,195,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.876339,43.581538
2024-393475,2024-01-04,000001,Vente,325000,121,,IMP DU MUSCADET,3919,34090,34172,Montpellier,34,,,34172000MX0230,,,30,93.1,,,,,,,,,1,1,Maison,90,5,,,,,,3.848808,43.628663
2024-393478,2024-01-11,000001,Vente,9000,32,,AV GEORGES CLEMENCEAU,2580,34000,34172,Montpellier,34,,,34172000HW0403,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.871166,43.603199
2024-393482,2024-01-11,000001,Vente,168000,3,,RUE DES ECOLES LAIQUES,1910,34000,34172,Montpellier,34,,,34172000HP0187,,,3,51.11,,,,,,,,,1,2,Appartement,53,2,,,,,,3.87898,43.613502
2024-393483,2024-01-03,000001,Vente,140000,47,,COUR SYLVIA MONFORT,5427,34070,34172,Montpellier,34,,,34172000EM0622,,,416,47.63,,,,,,,,,1,2,Appartement,53,2,,,,,,3.864743,43.587044
2024-393483,2024-01-03,000001,Vente,140000,47,,COUR SYLVIA MONFORT,5427,34070,34172,Montpellier,34,,,34172000EM0622,,,502,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.864743,43.587044
2024-393485,2024-01-04,000001,Vente,140000,1076,,AV DE MAURIN,3665,34070,34172,Montpellier,34,,,34172000ES0347,,,150,,160,65.86,,,,,,,2,3,Dépendance,,0,,,,,,3.875352,43.594452
2024-393485,2024-01-04,000001,Vente,140000,1076,,AV DE MAURIN,3665,34070,34172,Montpellier,34,,,34172000ES0347,,,150,,160,65.86,,,,,,,2,2,Appartement,66,4,,,,,,3.875352,43.594452
2024-393492,2024-01-12,000001,Vente,140830,16,,RUE JULES FERRY,3075,34000,34172,Montpellier,34,,,34172000EW0035,,,4,,46,35.01,,,,,,,2,3,Dépendance,,0,,,,,,3.879659,43.604535
2024-393492,2024-01-12,000001,Vente,140830,16,,RUE JULES FERRY,3075,34000,34172,Montpellier,34,,,34172000EW0035,,,4,,46,35.01,,,,,,,2,2,Appartement,35,2,,,,,,3.879659,43.604535
2024-393493,2024-01-09,000001,Vente,281740,54,,AV DE MAURIN,3665,34000,34172,Montpellier,34,,,34172000ES0342,,,15,92.26,,,,,,,,,1,2,Appartement,93,3,,,,,,3.875508,43.598068
2024-393493,2024-01-09,000001,Vente,281740,54,,AV DE MAURIN,3665,34000,34172,Montpellier,34,,,34172000ES0342,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.875508,43.598068
2024-393501,2024-01-11,000001,Vente,165000,11,,RUE SAINTE CATHERINE,5230,34000,34172,Montpellier,34,,,34172000EV0157,,,1,,,,,,,,,,1,2,Appartement,50,2,,,,,,3.880592,43.601561
2024-393502,2024-01-08,000001,Vente,153000,1,,RUE DES ECOLES LAIQUES,1910,34000,34172,Montpellier,34,,,34172000HP0201,,,7,51.69,,,,,,,,,1,2,Appartement,54,3,,,,,,3.878957,43.61308
2024-393506,2024-01-09,000001,Vente,145000,175,,RUE RAIMON DE TRENCAVEL,4764,34070,34172,Montpellier,34,,,34172000EM0614,,,152,,60,37.36,,,,,,,2,2,Appartement,36,2,,,,,,3.859627,43.591212
2024-393506,2024-01-09,000001,Vente,145000,175,,RUE RAIMON DE TRENCAVEL,4764,34070,34172,Montpellier,34,,,34172000EM0614,,,152,,60,37.36,,,,,,,2,3,Dépendance,,0,,,,,,3.859627,43.591212
2024-393516,2024-01-10,000001,Vente,105000,12,,RUE HAGUENOT,2750,34070,34172,Montpellier,34,,,34172000IZ0166,,,6,,,,,,,,,,1,2,Appartement,32,2,,,,,,3.866471,43.608041
2024-393518,2024-01-10,000001,Vente,269350,190,,RUE FRA ANGELICO,8210,34000,34172,Montpellier,34,,,34172000DL0554,,,185,,3,,83,71.36,,,,,3,2,Appartement,71,3,,,,,,3.903771,43.607477
2024-393518,2024-01-10,000001,Vente,269350,190,,RUE FRA ANGELICO,8210,34000,34172,Montpellier,34,,,34172000DL0554,,,185,,3,,83,71.36,,,,,3,3,Dépendance,,0,,,,,,3.903771,43.607477
2024-393518,2024-01-10,000001,Vente,269350,190,,RUE FRA ANGELICO,8210,34000,34172,Montpellier,34,,,34172000DL0554,,,185,,3,,83,71.36,,,,,3,3,Dépendance,,0,,,,,,3.903771,43.607477
2024-393519,2024-01-08,000001,Vente,140000,752,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MT0136,,,120,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.849301,43.621547
2024-393519,2024-01-08,000001,Vente,140000,752,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MT0136,,,66,64.35,71,,72,,,,,,3,2,Appartement,63,3,,,,,,3.849301,43.621547
2024-393519,2024-01-08,000001,Vente,140000,752,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MT0136,,,66,64.35,71,,72,,,,,,3,3,Dépendance,,0,,,,,,3.849301,43.621547
2024-393531,2024-01-11,000001,Vente,108870,1281,,AV DU PIC SAINT LOUP,4372,34090,34172,Montpellier,34,,,34172000AP0318,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.848142,43.638426
2024-393531,2024-01-11,000001,Vente,108870,1281,,AV DU PIC SAINT LOUP,4372,34090,34172,Montpellier,34,,,34172000AP0318,,,47,20.2,,,,,,,,,1,2,Appartement,20,1,,,,,,3.848142,43.638426
2024-393534,2024-01-08,000001,Vente,153000,746,,RUE DE LA CROIX DE LAVIT,1635,34090,34172,Montpellier,34,,,34172000TC0150,,,123,43.39,20,,,,,,,,2,3,Dépendance,,0,,,,,,3.838637,43.640729
2024-393534,2024-01-08,000001,Vente,153000,746,,RUE DE LA CROIX DE LAVIT,1635,34090,34172,Montpellier,34,,,34172000TC0150,,,123,43.39,20,,,,,,,,2,2,Appartement,43,2,,,,,,3.838637,43.640729
2024-393535,2024-01-12,000001,Vente,100000,3,,RUE MICHEL VERNIERE,3745,34090,34172,Montpellier,34,,,34172000BZ0275,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.88084,43.614502
2024-393535,2024-01-12,000001,Vente,100000,3,,RUE MICHEL VERNIERE,3745,34090,34172,Montpellier,34,,,34172000BZ0275,,,2,45.6,,,,,,,,,1,2,Appartement,56,3,,,,,,3.88084,43.614502
2024-393538,2024-01-03,000001,Vente en l'état futur d'achèvement,5000,226,A,RUE DE CASSEYROLS,1067,34080,34172,Montpellier,34,,,34172000MY0532,,,5,,,,,,,,,,1,,,,,,,,,,3.847584,43.624108
2024-393544,2024-01-03,000001,Vente,155000,,,RUE DE CASSEYROLS,1067,34080,34172,Montpellier,34,,,34172000MY0172,,,,,,,,,,,,,0,,,,,S,sols,,,272,3.84809,43.623997
2024-393545,2024-01-15,000001,Vente,231000,116,,RUE VITAL MICHALON,5841,34090,34172,Montpellier,34,,,34172000TD0006,,,326,61.83,,,,,,,,,1,2,Appartement,54,2,,,,,,3.84402,43.641391
2024-393545,2024-01-15,000001,Vente,231000,1891,,RTE DE GANGES,2465,34090,34172,Montpellier,34,,,34172000TD0006,,,439,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84402,43.641391
2024-393545,2024-01-15,000001,Vente,231000,87,,RUE VITAL MICHALON,5841,34090,34172,Montpellier,34,,,34172000TD0006,,,197,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.84402,43.641391
2024-393548,2024-01-04,000001,Vente,82000,147,,AV PAUL BRINGUIER,4183,34080,34172,Montpellier,34,,,34172000KV0028,,,7297,,7340,,,,,,,,2,2,Appartement,29,2,,,,,,3.841634,43.61433
2024-393548,2024-01-04,000001,Vente,82000,147,,AV PAUL BRINGUIER,4183,34080,34172,Montpellier,34,,,34172000KV0028,,,7297,,7340,,,,,,,,2,3,Dépendance,,0,,,,,,3.841634,43.61433
2024-393548,2024-01-04,000001,Vente,82000,147,,AV PAUL BRINGUIER,4183,34080,34172,Montpellier,34,,,34172000KV0028,,,73,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.841634,43.61433
2024-393550,2024-01-04,000001,Vente,225000,520,,RUE DE SAINT HILAIRE,5115,34070,34172,Montpellier,34,,,34172000DR0269,,,133,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.892468,43.592944
2024-393550,2024-01-04,000001,Vente,225000,520,,RUE DE SAINT HILAIRE,5115,34070,34172,Montpellier,34,,,34172000DR0269,,,63,87.4,,,,,,,,,1,2,Appartement,89,5,,,,,,3.892468,43.592944
2024-393550,2024-01-04,000001,Vente,225000,520,,RUE DE SAINT HILAIRE,5115,34070,34172,Montpellier,34,,,34172000DR0269,,,172,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.892468,43.592944
2024-393550,2024-01-04,000001,Vente,225000,520,,RUE DE SAINT HILAIRE,5115,34070,34172,Montpellier,34,,,34172000DR0269,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.892468,43.592944
2024-393550,2024-01-04,000001,Vente,225000,520,,RUE DE SAINT HILAIRE,5115,34070,34172,Montpellier,34,,,34172000DR0269,,,63,87.4,,,,,,,,,1,3,Dépendance,,0,,,,,,3.892468,43.592944
2024-393552,2024-01-09,000001,Vente,132780,81,,RUE DU FAUBOURG BOUTONNET,2135,34090,34172,Montpellier,34,,,34172000BR0530,,,9,25.02,,,,,,,,,1,2,Appartement,28,1,,,,,,3.872488,43.620791
2024-393559,2024-01-16,000001,Vente,12000,91,,PL ALPHONSE LAVERAN,0221,34090,34172,Montpellier,34,,,34172000NP0126,,,185,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.846267,43.632539
2024-393560,2024-01-08,000001,Vente,20000,30,,RUE JEAN FROISSART,3021,34090,34172,Montpellier,34,,,34172000AR0094,,,9051,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.856229,43.633435
2024-393561,2024-01-15,000001,Vente,261360,431,,RUE DU MOULIN DE SEMALEN,3875,34000,34172,Montpellier,34,,,34172000CN0295,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.894345,43.612654
2024-393561,2024-01-15,000001,Vente,261360,431,,RUE DU MOULIN DE SEMALEN,3875,34000,34172,Montpellier,34,,,34172000CN0295,,,16,60.05,,,,,,,,,1,2,Appartement,75,3,,,,,,3.894345,43.612654
2024-393563,2024-01-12,000001,Vente,611500,148,,RUE ANTOINE LAURENT JUSSIEU,0299,34090,34172,Montpellier,34,,,34172000AZ0117,,,,,,,,,,,,,0,1,Maison,155,7,AG,terrains d'agrément,,,569,3.875338,43.63608
2024-393563,2024-01-12,000001,Vente,611500,148,,RUE ANTOINE LAURENT JUSSIEU,0299,34090,34172,Montpellier,34,,,34172000AZ0117,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,500,3.875338,43.63608
2024-393563,2024-01-12,000001,Vente,611500,148,,RUE ANTOINE LAURENT JUSSIEU,0299,34090,34172,Montpellier,34,,,34172000AZ0117,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,,,569,3.875338,43.63608
2024-393563,2024-01-12,000001,Vente,611500,148,,RUE ANTOINE LAURENT JUSSIEU,0299,34090,34172,Montpellier,34,,,34172000AZ0117,,,,,,,,,,,,,0,1,Maison,155,7,S,sols,,,500,3.875338,43.63608
2024-393564,2024-01-05,000001,Vente,459300,607,,RUE LOUISE MICHEL,3344,34000,34172,Montpellier,34,,,34172000CS0027,,,,,,,,,,,,,0,1,Maison,101,5,S,sols,,,533,3.904049,43.619871
2024-393566,2024-01-16,000001,Vente,369590,16,,RUE DES CACHOUS,8336,34070,34172,Montpellier,34,,,34172000EK0302,,,194,,196,,98,,,,,,3,2,Appartement,105,5,,,,,,3.860218,43.582009
2024-393566,2024-01-16,000001,Vente,369590,16,,RUE DES CACHOUS,8336,34070,34172,Montpellier,34,,,34172000EK0302,,,194,,196,,98,,,,,,3,3,Dépendance,,0,,,,,,3.860218,43.582009
2024-393566,2024-01-16,000001,Vente,369590,16,,RUE DES CACHOUS,8336,34070,34172,Montpellier,34,,,34172000EK0302,,,194,,196,,98,,,,,,3,3,Dépendance,,0,,,,,,3.860218,43.582009
2024-393573,2024-01-12,000001,Vente,171500,42,,AV SAINT LAZARE,5130,34000,34172,Montpellier,34,,,34172000CE0172,,,130,,2,73,,,,,,,2,2,Appartement,67,4,,,,,,3.888198,43.620449
2024-393577,2024-01-05,000001,Vente,242500,25,,QUAI DES TANNEURS,5440,34090,34172,Montpellier,34,,,34172000BZ0099,,,15,51.45,,,,,,,,,1,2,Appartement,51,2,,,,,,3.877823,43.615423
2024-393577,2024-01-05,000001,Vente,242500,25,,QUAI DES TANNEURS,5440,34090,34172,Montpellier,34,,,34172000BZ0099,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.877823,43.615423
2024-393580,2024-01-08,000001,Vente,65600,724,,RTE DE MENDE,3700,34090,34172,Montpellier,34,,,34172000BN0011,,,29,19.35,,,,,,,,,1,2,Appartement,20,1,,,,,,3.870352,43.628869
2024-393580,2024-01-08,000001,Vente,65600,724,,RTE DE MENDE,3700,34090,34172,Montpellier,34,,,34172000BN0011,,,261,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.870352,43.628869
2024-393582,2024-01-11,000001,Vente,101000,3,T,CHE DES BARQUES,0505,34000,34172,Montpellier,34,,,34172000EZ0394,,,69,27.08,,,,,,,,,1,2,Appartement,27,1,,,,,,3.893415,43.604874
2024-393583,2024-01-12,000001,Vente,111800,365,,RUE DE CASSEYROLS,1067,34080,34172,Montpellier,34,,,34172000MT0141,,,39,30.22,,,,,,,,,1,2,Appartement,31,1,,,,,,3.847379,43.6227
2024-393583,2024-01-12,000001,Vente,111800,365,,RUE DE CASSEYROLS,1067,34080,34172,Montpellier,34,,,34172000MT0141,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.847379,43.6227
2024-393585,2024-01-09,000001,Vente,110000,679,,RUE DE LAS SORBES,3175,34070,34172,Montpellier,34,,,34172000KR0162,,,17,44.99,30,,,,,,,,2,2,Appartement,48,2,,,,,,3.855822,43.615114
2024-393585,2024-01-09,000001,Vente,110000,699,,RUE DE LAS SORBES,3175,34070,34172,Montpellier,34,,,34172000KR0162,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.855822,43.615114
2024-393585,2024-01-09,000001,Vente,110000,679,,RUE DE LAS SORBES,3175,34070,34172,Montpellier,34,,,34172000KR0162,,,17,44.99,30,,,,,,,,2,3,Dépendance,,0,,,,,,3.855822,43.615114
