id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-418462,2025-01-09,000001,Vente,14857,42,B,AV SAINT LAZARE,5130,34000,34172,Montpellier,34,,,34172000CE0161,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.88884,43.622074
2025-418467,2025-01-08,000001,Vente,390000,8,,RUE PAGEZY,4065,34000,34172,Montpellier,34,,,34172000HM0011,,,17,147,,,,,,,,,1,2,Appartement,147,4,,,,,,3.879295,43.605566
2025-418467,2025-01-08,000001,Vente,390000,8,,RUE PAGEZY,4065,34000,34172,Montpellier,34,,,34172000HM0011,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.879295,43.605566
2025-418467,2025-01-08,000001,Vente,390000,8,,RUE PAGEZY,4065,34000,34172,Montpellier,34,,,34172000HM0011,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.879295,43.605566
2025-418469,2025-01-03,000001,Vente,494000,205,,RUE JEANNE DEMESSIEUX,8258,34000,34172,Montpellier,34,,,34172000KM0374,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.865704,43.617114
2025-418469,2025-01-03,000001,Vente,494000,205,,RUE JEANNE DEMESSIEUX,8258,34000,34172,Montpellier,34,,,34172000KM0374,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.865704,43.617114
2025-418469,2025-01-03,000001,Vente,494000,205,,RUE JEANNE DEMESSIEUX,8258,34000,34172,Montpellier,34,,,34172000KM0374,,,123,99.6,,,,,,,,,1,2,Appartement,99,4,,,,,,3.865704,43.617114
2025-418471,2025-01-06,000001,Vente,196000,211,,RUE FRA ANGELICO,8210,34000,34172,Montpellier,34,,,34172000DL0562,,,26,39.02,56,,,,,,,,2,2,Appartement,38,2,,,,,,3.901812,43.607064
2025-418471,2025-01-06,000001,Vente,196000,211,,RUE FRA ANGELICO,8210,34000,34172,Montpellier,34,,,34172000DL0562,,,26,39.02,56,,,,,,,,2,3,Dépendance,,0,,,,,,3.901812,43.607064
2025-418472,2025-01-03,000001,Vente,93500,10,,RUE ANDRE MICHEL,0275,34000,34172,Montpellier,34,,,34172000HW0175,,,220,20.52,,,,,,,,,1,2,Appartement,23,1,,,,,,3.873389,43.606631
2025-418473,2025-01-13,000001,Vente,152825,17,,RUE SAINT LOUIS,5140,34000,34172,Montpellier,34,,,34172000KL0249,,,8,37.67,,,,,,,,,1,2,Appartement,37,1,,,,,,3.866527,43.610932
2025-418475,2025-01-07,000001,Vente,665000,96,,RUE DES CASSIS,1071,34000,34172,Montpellier,34,,,34172000EX0632,,,,,,,,,,,,,0,1,Maison,125,6,S,sols,,,452,3.879091,43.597191
2025-418475,2025-01-07,000001,Vente,665000,96,,RUE DES CASSIS,1071,34000,34172,Montpellier,34,,,34172000EX0632,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,452,3.879091,43.597191
2025-418475,2025-01-07,000001,Vente,665000,96,,RUE DES CASSIS,1071,34000,34172,Montpellier,34,,,34172000EX0632,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,452,3.879091,43.597191
2025-418477,2025-01-08,000001,Vente,145300,307,,AV DU MONDIAL DE RUGBY 2007,8262,34070,34172,Montpellier,34,,,34172000PB0224,,,168,41.62,5,,,,,,,,2,2,Appartement,42,2,,,,,,3.851531,43.589201
2025-418477,2025-01-08,000001,Vente,145300,307,,AV DU MONDIAL DE RUGBY 2007,8262,34070,34172,Montpellier,34,,,34172000PB0224,,,168,41.62,5,,,,,,,,2,3,Dépendance,,0,,,,,,3.851531,43.589201
2025-418482,2025-01-06,000001,Vente,291800,5,,RUE SAINTE CROIX,5235,34000,34172,Montpellier,34,,,34172000HR0117,,,1,60.88,,,,,,,,,1,3,Dépendance,,0,,,,,,3.874327,43.612147
2025-418482,2025-01-06,000001,Vente,291800,5,,RUE SAINTE CROIX,5235,34000,34172,Montpellier,34,,,34172000HR0117,,,1,60.88,,,,,,,,,1,2,Appartement,60,3,,,,,,3.874327,43.612147
2025-418483,2025-01-07,000001,Vente,85000,31,,AV CHARLES FLAHAULT,1245,34090,34172,Montpellier,34,,,34172000MV0114,,,16,,57,22.29,,,,,,,2,2,Appartement,22,1,,,,,,3.86102,43.624829
2025-418483,2025-01-07,000001,Vente,85000,31,,AV CHARLES FLAHAULT,1245,34090,34172,Montpellier,34,,,34172000MV0114,,,16,,57,22.29,,,,,,,2,3,Dépendance,,0,,,,,,3.86102,43.624829
2025-418486,2025-01-10,000001,Vente,440000,8,,RUE DE VERDUN,5740,34000,34172,Montpellier,34,,,34172000HM0050,,,101,24.38,,,,,,,,,1,4,Local industriel. commercial ou assimilé,39,0,,,,,,3.880242,43.607262
2025-418486,2025-01-10,000001,Vente,440000,8,,RUE DE VERDUN,5740,34000,34172,Montpellier,34,,,34172000HM0050,,,102,28,,,,,,,,,1,4,Local industriel. commercial ou assimilé,209,0,,,,,,3.880242,43.607262
2025-418494,2025-01-07,000001,Vente,68829.29,343,,RUE DE L'AGATHOIS,0097,34080,34172,Montpellier,34,,,34172000TP0053,,,27,21.36,,,,,,,,,1,2,Appartement,22,1,,,,,,3.824762,43.632548
2025-418502,2025-01-13,000001,Vente,173000,1235,,RUE DE BUGAREL,0905,34070,34172,Montpellier,34,,,34172000PB0095,,,122,,192,,,,,,,,2,3,Dépendance,,0,,,,,,3.847952,43.59103
2025-418502,2025-01-13,000001,Vente,173000,1235,,RUE DE BUGAREL,0905,34070,34172,Montpellier,34,,,34172000PB0095,,,122,,192,,,,,,,,2,2,Appartement,62,3,,,,,,3.847952,43.59103
2025-418506,2025-01-10,000001,Vente,15000,8,,BD BERTHELOT,0690,34000,34172,Montpellier,34,,,34172000ET0044,,,46,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.870273,43.600175
2025-418508,2025-01-10,000001,Vente,180000,25,,RUE SALVADOR DALI,5261,34090,34172,Montpellier,34,,,34172000BL0265,,,219,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.882652,43.631313
2025-418508,2025-01-10,000001,Vente,180000,27,,RUE CAMILLE CLAUDEL,0944,34090,34172,Montpellier,34,,,34172000BL0265,,,211,50.47,,,,,,,,,1,2,Appartement,50,2,,,,,,3.882652,43.631313
2025-418509,2025-01-02,000001,Vente,416000,67,,RUE JEAN FERRAT,9159,34000,34172,Montpellier,34,,,34172000SE0160,,,6,85.52,,,,,,,,,1,3,Dépendance,,0,,,,,,3.906068,43.599979
2025-418509,2025-01-02,000001,Vente,416000,67,,RUE JEAN FERRAT,9159,34000,34172,Montpellier,34,,,34172000SE0160,,,6,85.52,,,,,,,,,1,2,Appartement,86,4,,,,,,3.906068,43.599979
2025-418509,2025-01-02,000001,Vente,416000,67,,RUE JEAN FERRAT,9159,34000,34172,Montpellier,34,,,34172000SE0160,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.906068,43.599979
2025-418510,2025-01-06,000001,Vente,239000,90,,AV JACQUES CARTIER,2898,34000,34172,Montpellier,34,,,34172000HI0280,,,53,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.891835,43.606565
2025-418510,2025-01-06,000001,Vente,239000,90,,AV JACQUES CARTIER,2898,34000,34172,Montpellier,34,,,34172000HI0280,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.891835,43.606565
2025-418510,2025-01-06,000001,Vente,239000,90,,AV JACQUES CARTIER,2898,34000,34172,Montpellier,34,,,34172000HI0280,,,28,67.64,,,,,,,,,1,2,Appartement,65,3,,,,,,3.891835,43.606565
2025-418511,2025-01-06,000001,Vente,525000,2,,RUE BAUMES,0560,34000,34172,Montpellier,34,,,34172000BX0308,,,13,109.02,,,,,,,,,1,2,Appartement,98,5,,,,,,3.867821,43.610925
2025-418516,2025-01-06,000001,Vente,102100,52,,AV CHARLES FLAHAULT,1245,34090,34172,Montpellier,34,,,34172000AW0039,,,88,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.861904,43.625018
2025-418516,2025-01-06,000001,Vente,102100,52,,AV CHARLES FLAHAULT,1245,34090,34172,Montpellier,34,,,34172000AW0039,,,88,,,,,,,,,,1,2,Appartement,20,1,,,,,,3.861904,43.625018
2025-418517,2025-01-09,000001,Vente,3000,31,,BD DE STRASBOURG,5390,34000,34172,Montpellier,34,,,34172000EW0151,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.883637,43.60349
2025-418517,2025-01-09,000001,Vente,3000,31,,BD DE STRASBOURG,5390,34000,34172,Montpellier,34,,,34172000EW0151,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.883637,43.60349
2025-418519,2025-01-09,000001,Vente,263450,2,,RUE BEAU SEJOUR,0590,34000,34172,Montpellier,34,,,34172000CD0501,,,89,71.71,,,,,,,,,1,2,Appartement,73,3,,,,,,3.883519,43.618439
2025-418519,2025-01-09,000001,Vente,263450,2,,RUE BEAU SEJOUR,0590,34000,34172,Montpellier,34,,,34172000CD0501,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.883519,43.618439
2025-418523,2025-01-10,000001,Vente,208000,117,,RUE PIERRE BOUYERON,0847,34070,34172,Montpellier,34,,,34172000PC0178,,,98,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.842621,43.591855
2025-418523,2025-01-10,000001,Vente,208000,117,,RUE PIERRE BOUYERON,0847,34070,34172,Montpellier,34,,,34172000PC0178,,,10,55.44,,,,,,,,,1,2,Appartement,55,3,,,,,,3.842621,43.591855
2025-418524,2025-01-06,000001,Vente,85000,75,,PL ALPHONSE LAVERAN,0221,34090,34172,Montpellier,34,,,34172000NP0126,,,58,,,,,,,,,,1,2,Appartement,20,1,,,,,,3.846267,43.632539
2025-418524,2025-01-06,000001,Vente,85000,75,,PL ALPHONSE LAVERAN,0221,34090,34172,Montpellier,34,,,34172000NP0126,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.846267,43.632539
2025-418527,2025-01-09,000001,Vente,7000,171,,AV DU XV DE FRANCE,2351,34070,34172,Montpellier,34,,,34172000PC0149,,,242,,,,,,,,,,1,2,Appartement,36,1,,,,,,3.843817,43.592403
2025-418527,2025-01-09,000001,Vente,7000,171,,AV DU XV DE FRANCE,2351,34070,34172,Montpellier,34,,,34172000PC0149,,,242,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.843817,43.592403
2025-418530,2025-01-13,000001,Vente,69680,64,,ALL ALEXANDER FLEMING,0163,34090,34172,Montpellier,34,,,34172000NP0172,,,1004,22.2,,,,,,,,,1,2,Appartement,21,1,,,,,,3.844744,43.633909
2025-418531,2025-01-07,000001,Vente,431774,28,,RUE CITE BENOIT,1369,34000,34172,Montpellier,34,,,34172000HL0029,,,14,114,15,,16,,8,,,,4,2,Appartement,73,4,,,,,,3.884168,43.607688
2025-418531,2025-01-07,000001,Vente,431774,28,,RUE CITE BENOIT,1369,34000,34172,Montpellier,34,,,34172000HL0029,,,14,114,15,,8,,,,,,3,3,Dépendance,,0,,,,,,3.884168,43.607688
2025-418531,2025-01-07,000001,Vente,431774,28,,RUE CITE BENOIT,1369,34000,34172,Montpellier,34,,,34172000HL0029,,,14,114,15,,8,,,,,,3,3,Dépendance,,0,,,,,,3.884168,43.607688
2025-418532,2025-01-10,000001,Vente,77000,120,,ALL ALEXANDER FLEMING,0163,34090,34172,Montpellier,34,,,34172000NP0172,,,817,21.72,,,,,,,,,1,2,Appartement,22,1,,,,,,3.844744,43.633909
2025-418533,2025-01-06,000001,Vente,877800,25,,RUE DE LA PROVIDENCE,4705,34000,34172,Montpellier,34,,,34172000BY0262,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.875711,43.614581
2025-418533,2025-01-06,000001,Vente,877800,25,,RUE DE LA PROVIDENCE,4705,34000,34172,Montpellier,34,,,34172000BY0262,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.875711,43.614581
2025-418533,2025-01-06,000001,Vente,877800,25,,RUE DE LA PROVIDENCE,4705,34000,34172,Montpellier,34,,,34172000BY0262,,,51,,,,,,,,,,1,2,Appartement,123,5,,,,,,3.875711,43.614581
2025-418533,2025-01-06,000001,Vente,877800,25,,RUE DE LA PROVIDENCE,4705,34000,34172,Montpellier,34,,,34172000BY0262,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.875711,43.614581
2025-418533,2025-01-06,000001,Vente,877800,25,,RUE DE LA PROVIDENCE,4705,34000,34172,Montpellier,34,,,34172000BY0262,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.875711,43.614581
2025-418535,2025-01-08,000001,Vente,224300,185,,RUE EMILE GABORIAU,1974,34070,34172,Montpellier,34,,,34172000EY0239,,,74,,89,74.41,,,,,,,2,2,Appartement,74,4,,,,,,3.88856,43.598383
2025-418535,2025-01-08,000001,Vente,224300,185,,RUE EMILE GABORIAU,1974,34070,34172,Montpellier,34,,,34172000EY0239,,,74,,89,74.41,,,,,,,2,3,Dépendance,,0,,,,,,3.88856,43.598383
2025-418536,2025-01-10,000001,Vente,22000,6,,RUE PAUL BROUSSE,4185,34000,34172,Montpellier,34,,,34172000HW0935,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.872314,43.607825
2025-418538,2025-01-13,000001,Vente en l'état futur d'achèvement,231166.66,91,,RUE FAVRE DE SAINT CASTOR,2170,34080,34172,Montpellier,34,,,34172000KZ0092,,,40,,,,,,,,,,1,,,,,,,,,,3.826611,43.615955
2025-418538,2025-01-13,000001,Vente en l'état futur d'achèvement,231166.66,91,,RUE FAVRE DE SAINT CASTOR,2170,34080,34172,Montpellier,34,,,34172000KZ0092,,,61,,,,,,,,,,1,,,,,,,,,,3.826611,43.615955
2025-418542,2025-01-03,000001,Vente,372000,661,,RUE ANTOINE LAURENT JUSSIEU,0299,34090,34172,Montpellier,34,,,34172000BC0027,,,,,,,,,,,,,0,1,Maison,178,7,S,sols,,,937,3.880805,43.63789
2025-418544,2025-01-17,000001,Vente,86656,311,,RUE GUSTAVE FLAUBERT,2732,34070,34172,Montpellier,34,,,34172000PD0199,,,108,,54,,,,,,,,2,3,Dépendance,,0,,,,,,3.845168,43.593984
2025-418544,2025-01-17,000001,Vente,86656,311,,RUE GUSTAVE FLAUBERT,2732,34070,34172,Montpellier,34,,,34172000PD0199,,,108,,54,,,,,,,,2,2,Appartement,67,3,,,,,,3.845168,43.593984
2025-418548,2025-01-13,000001,Vente,63000,565,,AV DE MONSIEUR TESTE,3793,34070,34172,Montpellier,34,,,34172000PS0175,,,61,,,,,,,,,,1,2,Appartement,20,1,,,,,,3.834146,43.608785
2025-418548,2025-01-13,000001,Vente,63000,565,,AV DE MONSIEUR TESTE,3793,34070,34172,Montpellier,34,,,34172000PS0175,,,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.834146,43.608785
2025-418549,2025-01-15,000001,Vente,145500,570,,RUE FRA ANGELICO,8210,34000,34172,Montpellier,34,,,34172000DL0527,,,1030,,1100,,,,,,,,2,3,Dépendance,,0,,,,,,3.904518,43.609703
2025-418549,2025-01-15,000001,Vente,145500,570,,RUE FRA ANGELICO,8210,34000,34172,Montpellier,34,,,34172000DL0527,,,1030,,1100,,,,,,,,2,2,Appartement,44,2,,,,,,3.904518,43.609703
2025-418558,2025-01-09,000001,Vente,276352,174,,RUE PABLO CASALS,4056,34000,34172,Montpellier,34,,,34172000CE0158,,,44,,,,,,,,,,1,2,Appartement,63,3,,,,,,3.889082,43.621915
2025-418558,2025-01-09,000001,Vente,276352,174,,RUE PABLO CASALS,4056,34000,34172,Montpellier,34,,,34172000CE0158,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.889082,43.621915
2025-418558,2025-01-09,000001,Vente,276352,174,,RUE PABLO CASALS,4056,34000,34172,Montpellier,34,,,34172000CE0158,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.889082,43.621915
2025-418558,2025-01-09,000001,Vente,276352,42,B,AV SAINT LAZARE,5130,34000,34172,Montpellier,34,,,34172000CE0159,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.889381,43.621963
2025-418559,2025-01-10,000001,Vente,227000,4,,PL JEAN JAURES,2980,34000,34172,Montpellier,34,,,34172000HN0056,,,10,,,,,,,,,,1,2,Appartement,68,2,,,,,,3.878306,43.609934
2025-418560,2025-01-16,000001,Vente,201000,776,,AV RAYMOND DUGRAND,8316,34000,34172,Montpellier,34,,,34172000SB0221,,,8070,,,,,,,,,,1,2,Appartement,45,2,,,,,,3.902597,43.598364
2025-418561,2025-01-03,000001,Vente,295000,16,,PL RAPHAEL,4803,34000,34172,Montpellier,34,,,34172000RZ0086,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.907961,43.607285
2025-418561,2025-01-03,000001,Vente,295000,16,,PL RAPHAEL,4803,34000,34172,Montpellier,34,,,34172000RZ0086,,,220,68.71,,,,,,,,,1,4,Local industriel. commercial ou assimilé,20,0,,,,,,3.907961,43.607285
2025-418561,2025-01-03,000001,Vente,295000,16,,PL RAPHAEL,4803,34000,34172,Montpellier,34,,,34172000RZ0086,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.907961,43.607285
2025-418561,2025-01-03,000001,Vente,295000,16,,PL RAPHAEL,4803,34000,34172,Montpellier,34,,,34172000RZ0086,,,220,68.71,,,,,,,,,1,2,Appartement,50,1,,,,,,3.907961,43.607285
2025-418562,2025-01-03,000001,Vente,95000,38,,RTE DE LODEVE,3295,34080,34172,Montpellier,34,,,34172000KZ0022,,200,,,,,,,,,,,0,,,,,,,,,,3.828429,43.614756
2025-418562,2025-01-03,000001,Vente,95000,34,,RTE DE LODEVE,3295,34080,34172,Montpellier,34,,,34172000KZ0023,,,2,78.09,,,,,,,,,1,2,Appartement,77,3,,,,,,3.828465,43.614721
2025-418565,2025-01-10,000001,Vente,229500,2,,RUE DU 81E REGIMENT D INFANTER,4745,34090,34172,Montpellier,34,,,34172000CD0357,,,124,72.9,,,,,,,,,1,3,Dépendance,,0,,,,,,3.878395,43.61887
2025-418565,2025-01-10,000001,Vente,229500,2,,RUE DU 81E REGIMENT D INFANTER,4745,34090,34172,Montpellier,34,,,34172000CD0357,,,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.878395,43.61887
2025-418565,2025-01-10,000001,Vente,229500,2,,RUE DU 81E REGIMENT D INFANTER,4745,34090,34172,Montpellier,34,,,34172000CD0357,,,124,72.9,,,,,,,,,1,2,Appartement,72,3,,,,,,3.878395,43.61887
2025-418565,2025-01-10,000001,Vente,229500,2,,RUE DU 81E REGIMENT D INFANTER,4745,34090,34172,Montpellier,34,,,34172000CD0357,,,147,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.878395,43.61887
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,225,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,221,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,200,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,161,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,244,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,168,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,177,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,182,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,291,0,S,sols,,,2319,3.884848,43.588556
2025-418569,2025-01-14,000001,Vente,2650000,203,,RUE DE L'INDUSTRIE,2870,34070,34172,Montpellier,34,,,34172000ON0025,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,60,0,S,sols,,,2319,3.884848,43.588556
2025-418584,2025-01-03,000001,Vente en l'état futur d'achèvement,191065,156,,RUE PAUL RIMBAUD,4210,34080,34172,Montpellier,34,,,34172000MS0049,,,37,,,,,,,,,,1,,,,,,,,,,3.848393,43.619502
2025-418584,2025-01-03,000001,Vente en l'état futur d'achèvement,191065,156,,RUE PAUL RIMBAUD,4210,34080,34172,Montpellier,34,,,34172000MS0049,,,18,,,,,,,,,,1,,,,,,,,,,3.848393,43.619502
2025-418586,2025-01-03,000001,Vente en l'état futur d'achèvement,252200,156,,RUE PAUL RIMBAUD,4210,34080,34172,Montpellier,34,,,34172000MS0049,,,2,,,,,,,,,,1,,,,,,,,,,3.848393,43.619502
2025-418586,2025-01-03,000001,Vente en l'état futur d'achèvement,252200,156,,RUE PAUL RIMBAUD,4210,34080,34172,Montpellier,34,,,34172000MS0049,,,33,,,,,,,,,,1,,,,,,,,,,3.848393,43.619502
2025-418589,2025-01-17,000001,Vente,166000,2153,,RTE DE MENDE,3700,34090,34172,Montpellier,34,,,34172000AS0342,,,500,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.863024,43.640576
2025-418589,2025-01-17,000001,Vente,166000,2153,,RTE DE MENDE,3700,34090,34172,Montpellier,34,,,34172000AS0342,,,710,,,,,,,,,,1,2,Appartement,47,2,,,,,,3.863024,43.640576
2025-418590,2025-01-16,000001,Vente,155000,962,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MY0473,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.845822,43.622635
2025-418590,2025-01-16,000001,Vente,155000,962,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MY0473,,,34,61.02,,,,,,,,,1,2,Appartement,61,3,,,,,,3.845822,43.622635
2025-418590,2025-01-16,000001,Vente,155000,962,,AV DU PROFESSEUR LOUIS RAVAS,4666,34080,34172,Montpellier,34,,,34172000MY0473,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.845822,43.622635
2025-418593,2025-01-13,000001,Vente,91000,66,,RTE DE LODEVE,3295,34080,34172,Montpellier,34,,,34172000KZ0353,,,282,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.824806,43.615382
2025-418593,2025-01-13,000001,Vente,91000,66,,RTE DE LODEVE,3295,34080,34172,Montpellier,34,,,34172000KZ0353,,,136,,45,,,,,,,,2,3,Dépendance,,0,,,,,,3.824806,43.615382
2025-418593,2025-01-13,000001,Vente,91000,66,,RTE DE LODEVE,3295,34080,34172,Montpellier,34,,,34172000KZ0353,,,136,,45,,,,,,,,2,2,Appartement,41,1,,,,,,3.824806,43.615382
2025-418593,2025-01-13,000001,Vente,91000,66,,RTE DE LODEVE,3295,34080,34172,Montpellier,34,,,34172000KZ0353,,,136,,45,,,,,,,,2,3,Dépendance,,0,,,,,,3.824806,43.615382
2025-418595,2025-01-09,000001,Vente,124000,2153,,RTE DE MENDE,3700,34090,34172,Montpellier,34,,,34172000AS0342,,,106,,,,,,,,,,1,2,Appartement,43,3,,,,,,3.863024,43.640576
